Day	Scott_River_Avg_Flow_m3day	South_Fork_Avg_Flow_m3day	Wildcat_Avg_Flow_m3day	Sugar_Avg_Flow_m3day	McConaughy_Main_Avg_Flow_m3day	McConaughy_Branch_Avg_Flow_m3day	Miners_Avg_Flow_m3day	French_Avg_Flow_m3day	Clark_Avg_Flow_m3day	Etna_Avg_Flow_m3day	Heartstrand_Avg_Flow_m3day	Shell_Avg_Flow_m3day	Hamlin_Avg_Flow_m3day	Johnson_Avg_Flow_m3day	Crystal_Avg_Flow_m3day	Patterson_Avg_Flow_m3day	Kidder_Avg_Flow_m3day	Moffett_Avg_Flow_m3day	McAdams_Avg_Flow_m3day	Indian_Avg_Flow_m3day	Rattlesnake_Avg_Flow_m3day	Mill_Avg_Flow_m3day	Shackleford_Avg_Flow_m3day	Sniktaw_Avg_Flow_m3day	Patterson_North_Avg_Flow_m3day
2011-04-08	748892.767457792	343285.038093215	88072.794059848	88404.0621875795	143087.769151585	16287.9204841918	78323.3822267817	162747.089045038	24940.037226508	286286.613436102	93631.6885429994	40244.9183183621	139252.496499946	106738.798887873	29011.161041465	151279.437875887	271132.197557361	1290900.76006301	366883.121345863	177054.985188217	72316.0280108889	161997.454227188	150765.898880239	36978.9668877214	56213.3143012117
2011-04-09	664329.849735046	336962.318576993	83028.4172078778	91943.0529317714	111095.928937186	13106.8656859903	90482.6840584854	216989.676042796	44237.5066318408	280616.154502252	90276.9259377896	31728.8319150553	129054.869593022	105618.016544344	45480.1290991585	142040.139814106	265958.151497342	1142174.58229127	343769.707340657	170389.253917875	72706.25892945	159310.855031753	145815.471039383	34575.6826789279	55736.4741380296
2011-04-10	683878.33915445	338979.531068238	79910.2397426357	90342.005200697	138095.015323951	21557.8728263898	102078.04716462	200878.888589976	40619.0017506379	264868.196173085	88658.0181082481	33047.2986361373	132802.065046741	104365.118403936	55870.5472059741	138027.000154446	253776.830366158	1381504.79492752	306406.626006452	164499.091306992	68962.9780178609	157721.061609301	142699.740162972	36538.8255570058	52640.0713133843
2011-04-11	873648.491156798	367062.211648299	91375.4443229553	95275.5515786182	158059.669503526	22087.8039672069	126790.306970952	226129.642598034	75370.104848756	297717.321113903	87566.5948306926	32664.1628251864	129246.192839614	103810.721374808	40857.7888205537	139801.511033646	275701.446858331	1364587.61179597	277050.985257568	157585.520588058	68309.7387999561	156900.720374232	143948.234443484	34896.9197924519	50072.8656529069
2011-04-12	1012489.71607424	362034.716259264	67406.9475212788	90020.2787694068	109579.777838551	20361.9802057462	84857.4870180111	209788.386477324	31815.4411596764	268066.132434221	86753.3487032336	31412.4879791936	124744.469390383	103005.059672725	37807.6265248163	135114.091492134	250008.104930726	1191977.5891961	296986.769688935	150993.676300414	70257.9574861642	157226.361347652	150455.426757572	35385.9928997896	48844.6780596927
2011-04-13	961606.540200467	377089.800631462	79092.5897552808	92016.4505967046	95800.5895417731	20187.7830809715	93881.240603772	236491.190956642	36246.2135328058	262924.13668789	86152.7111451976	30565.9682436316	121156.791528452	102388.519287287	42368.3127648773	133943.154077568	262048.502545238	1319903.35804357	257289.397950974	147176.01908836	62441.5954885532	155701.891846991	151217.783837344	30806.7125846122	46227.5619870607
2011-04-14	1029374.60423322	366705.009678958	70301.2621084748	89513.3455636021	96747.4194194103	23109.2548041928	78619.4194753453	196326.52075194	21096.2015139605	258388.650312789	86760.4438108438	31877.8291748696	122074.506998999	101827.761127198	38717.0235933377	129209.004689381	244576.922384558	1184234.13554566	286661.186186144	141662.87581635	69126.6548106618	155867.77056974	155955.11379101	33234.2180228336	45650.4116818033
2011-04-15	925046.918638397	370404.007332704	72159.4463256983	91397.7082813184	136534.825626356	19811.7423776309	116107.521498819	241019.582224133	42861.3004143448	259344.287910219	86247.6387918444	30389.569188909	116042.931553678	100711.871961331	36453.4396068003	125771.54738168	249719.407448656	1159932.90266295	254499.0633891	139495.932088641	57380.0925147652	154859.775971325	153952.091514985	30955.9545033096	44227.7202765163
2011-04-16	1137741.85264707	409237.733213286	122527.615250519	100576.820257854	187404.30060267	34583.7564220706	117405.43687372	246992.439537507	90983.5007922124	322247.554711201	89832.6254060611	38728.5225608439	134110.745412498	101209.508129578	44880.2255177718	134733.89158778	296824.31619055	1613626.6228907	290136.076302961	136332.492730024	66738.0501348549	155947.284706751	159105.34156994	32723.8595926653	44813.1889837995
2011-04-17	1541197.80713469	475765.376708666	154504.286614166	109599.839866966	149197.880098384	14492.1242821614	91556.2472375739	275461.436493999	86869.5616727111	364049.237502795	88314.0277185949	29214.4725733298	109414.633092451	100866.251716574	44372.0690175515	155032.994460567	346785.862051642	1356530.50545738	314375.655147124	138400.349610073	82732.3799593142	157933.180860958	166511.655279458	36073.973679096	48580.4464659335
2011-04-18	1893540.36173954	572348.874676392	73270.9316316688	124492.470740779	116295.419521048	29238.9384616408	104839.267319404	314552.29886073	31429.1247832451	456627.914212887	90884.6586034358	36773.9427436749	124623.363243243	102229.980331031	65617.2677913262	187222.274393636	434763.728464843	1490288.20810155	302580.161074605	153228.145879862	86491.0743805393	162224.008352948	179427.442377739	36108.2259227315	49909.1888601061
2011-04-19	1786912.39332571	554379.169029699	38448.3881396825	121216.732954814	84400.9535421271	12358.2095036725	84782.6213997794	269432.062978627	13142.0965651582	434303.525105712	87791.6810031542	26489.7065921292	103846.196912859	101734.30143385	23498.5070872215	193111.70302787	414735.218316776	1072056.56968624	380311.713463143	175937.628069052	88565.0477326661	165338.760593827	192192.764262907	39991.4517154598	56850.4060328312
2011-04-20	1328850.28874003	573073.554288165	42120.7179751696	122093.590391882	78461.3698368559	14395.4840233328	90030.5544424975	297203.292800488	11940.0874724369	415541.858654391	86758.2418808958	26381.0780480282	102440.386970506	102227.778401083	53986.1844882578	197612.203182686	433219.686253533	735959.854237693	248381.857334691	189681.340827779	53261.0155587185	163430.176646682	194529.745914378	26512.2152093754	39872.0581805019
2011-04-21	1497260.74161131	655473.932143099	168113.436987182	154007.873740335	237782.500541699	69585.6348753769	155464.817389257	352092.268567423	117962.035832796	556215.823265209	95891.6026462902	56651.7430197456	168362.499730188	106037.361869995	67895.5313108502	220924.035542094	562977.460817731	1825187.80763504	240903.369254655	150750.485370603	42993.4162112244	168050.804313105	203664.574633071	44885.118695434	45588.5129843764
2011-04-22	1571101.23912286	574512.63783862	74882.2550358339	103570.466351593	119682.966416595	12588.9228304456	87653.6933930799	265429.443650941	46197.7136033213	471534.245984154	89260.3682784659	22133.5551783486	101279.725229031	105022.761481737	19095.8704856498	199210.559666046	423518.227561557	1368606.37860994	472977.978053389	137460.614840046	104530.997126685	173577.159164803	218606.871260155	59611.8708464983	69370.5797171228
2011-04-23	1238825.85076961	587962.025960965	32661.4715774722	119498.004300963	71127.9644745048	3293.35322554909	78727.5587016801	324403.48878917	12860.7388495813	386854.625974165	87289.6409750116	22408.0624451984	88163.3178465989	105001.965476672	46562.9893158051	188034.052567797	428484.313570932	695482.509980376	300866.080939534	196907.096281561	62504.2281626294	168820.256500488	218567.236521091	28541.6606447762	41085.0769229632
2011-04-24	1310985.05243643	610153.075976845	40440.1561070842	125713.073908617	83953.9617626844	8012.33376298249	79693.716631083	347523.50858422	12573.2646619266	415580.27009904	88654.8375427677	28913.2974882209	94479.6762318601	104721.586396628	50991.5597589865	187032.663759226	431892.167153776	848832.251325144	188637.381373547	171690.105199373	40936.5689809152	169915.838979056	229056.741475567	36273.6153277141	43287.0068709569
2011-04-25	1401323.38775388	630448.019648619	54662.9109589411	125786.960891316	83081.7528443958	13271.0317965574	79735.5533000949	330223.189641717	24954.4721006115	400046.632951477	87609.4101352369	27838.7556736	96139.442094881	104465.673204894	20988.0622876257	187432.681033111	423720.071140123	874540.762103501	290269.660053139	142339.846945917	60513.6834896432	171102.679221024	238621.435851885	29428.0597782851	52176.6873887732
2011-04-26	1422240.98828317	581299.23059722	49760.680918058	110991.214935215	86046.0398721615	15129.9499904302	72293.7640525259	229676.217767602	17307.4140501128	374059.211046374	86093.0143777187	26068.4039954131	94550.382649079	103093.870847294	39607.8265867427	172332.824085304	378823.208818299	674235.843253303	281994.80730858	133582.28222498	75803.1510718615	171066.95902409	246985.099771014	37370.9104184643	49988.7029971169
2011-04-27	1123902.72292393	572932.38611261	56554.8581020338	115727.810912232	100284.452892537	14756.8451936869	83326.9010452725	302715.702095849	53055.7467557889	364322.766134112	84527.4421846952	24635.4369170355	91999.5691337699	101453.922353805	33532.2125424621	159448.842641827	376165.234712188	1180522.41562999	199802.878822056	151059.244881088	49423.0516593657	166471.041904862	243367.818184226	25005.8504660647	40823.7812358013
2011-04-28	1427452.95647007	636492.806673627	116711.828940102	123044.090152765	82907.3110607381	14622.7721257424	81106.8663399287	362428.127743305	107321.331688559	398560.330236582	83318.8273021298	23769.8337885909	89677.7563330523	100315.279911809	41673.97085461	172028.713093597	403552.350087566	993709.455547798	285401.682255892	131548.1882708	72477.7475326249	164171.003744741	246952.315480677	43482.4893185621	48420.1948974962
2011-04-29	1493303.87349477	569636.58629823	56256.6189235223	104538.581552061	91323.3319808528	14519.2814181867	48582.6483958815	205526.184074658	37787.3198375182	351837.089352339	82247.4660529894	23021.4222651562	87286.9497272974	98726.7097837735	23602.2424536603	153182.39466872	315009.076995497	640919.419845744	248895.885648106	140381.597245501	73567.9475157648	166326.937822709	266671.576800492	56044.0103540993	44395.8009292132
2011-04-30	1077226.45654525	533462.547135942	36087.9192354333	105991.610658854	84747.1458617283	14086.2351950813	76177.7238219035	233476.993516722	10897.3513126203	300141.645986644	81109.0682698767	22399.7440431727	85237.6869223647	96796.3511960324	31319.2729447285	136641.986217158	323575.073810958	753326.720396402	241232.924770205	171976.356092612	42776.6484407886	160937.591945554	242435.667839576	24867.6181971073	41274.9322162569
2011-05-01	1115496.73301803	559447.522452214	38135.9587459505	107483.295869178	75103.1820072826	13545.7837222904	61091.56777155	303870.736683013	9765.31466046851	295343.1513122	79938.8648319597	21674.0857958672	82924.1925236728	94912.9671138486	29473.0770127774	141865.453371565	342078.380481715	660338.484715982	247264.255556643	137875.800964684	35819.2837817781	157960.337996983	242225.261200101	21915.074795731	44512.9925342231
2011-05-02	1408271.70003421	628628.246876044	98360.9447535235	115566.580708262	77186.2077380845	12916.7657338136	65409.7970584486	332581.701274901	85637.9488551333	337959.058866785	78731.7179026929	20853.2552430318	80493.9958377372	93387.2743187721	28151.9190439813	160277.257620039	354513.168215801	585013.152442836	204224.354157627	109475.308495463	36702.9916675729	158213.070623236	256642.764522914	40315.8693944641	39800.6177866337
2011-05-03	1499937.06513366	675399.930219142	50764.7609743431	116324.533928138	74278.9262300837	12338.1474752575	43087.3652223388	273061.822168453	33807.2091270782	364012.783329211	77559.0678759448	20071.325452611	78166.3112238248	91751.9743440622	27922.6736705068	169547.382701092	375605.455187631	599264.287725133	185831.388643154	117900.871112019	61515.5616159803	161066.28251807	282435.193298178	51738.7479880056	38813.6638521663
