LITH_ID,WELL_INFO_ID,LOCAL_ID1,LOCAL_ID2,LOCAL_ID3,X_CATEALEALBERS_m,Y_CATEALEALBERS_m,GROUND_SURFACE_ELEVATION_m,LITH_TOP_DEPTH_m,LITH_BOT_DEPTH_m,LITH_DESCRIPTION,Texture_Qualifier,Secondary_Texture_Modifier,Primary_Texture_Modifier,Texture,Color_Qualifier,Primary_Color,Secondary_Color,Classification,DATA_SOURCE
335502,16517,| 59195,,,-241495.4612,384616.8827,943.53888,8.5344,10.9728,bedrock ,,,,rock,,,,n/a,AECOM (Local Agencies)
335503,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,0,15.24,sand & gravel,,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335504,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,15.24,28.96,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335505,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,28.96,33.53,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335506,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,33.53,94.49,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335507,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,94.49,100.58,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335508,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,100.58,128.02,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335509,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,128.02,146.3,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335510,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,146.3,170.69,quartz?,,,,rock,,,,n/a,AECOM (Local Agencies)
335511,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,170.69,182.88,green rock?,,,,rock,,green,,n/a,AECOM (Local Agencies)
335512,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,182.88,188.98,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335513,16518,| 49886,,,-189144.9975,395285.4424,1113.443544,188.98,194.16,white rock?,,,,rock,,white,,n/a,AECOM (Local Agencies)
335514,16519,| 214987,,,-215528.7775,420840.3043,768.592824,0,6.1,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335515,16519,| 214987,,,-215528.7775,420840.3043,768.592824,6.1,12.19,soft rock,soft,,,rock,,,,n/a,AECOM (Local Agencies)
335516,16519,| 214987,,,-215528.7775,420840.3043,768.592824,12.19,24.38,serpentinite,,,,rock,,,,n/a,AECOM (Local Agencies)
335517,16519,| 214987,,,-215528.7775,420840.3043,768.592824,24.38,30.48,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
335518,16520,| 445025,,,-199638.9603,405191.2133,820.131456,0.61,1.52,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335519,16520,| 445025,,,-199638.9603,405191.2133,820.131456,1.52,3.05,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
335520,16520,| 445025,,,-199638.9603,405191.2133,820.131456,3.05,35.05,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335521,16520,| 445025,,,-199638.9603,405191.2133,820.131456,35.05,36.58,"volcanic rock, clay",volcanic,,clayey,rock,,,,n/a,AECOM (Local Agencies)
335522,16520,| 445025,,,-199638.9603,405191.2133,820.131456,36.58,43.89,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335523,16520,| 445025,,,-199638.9603,405191.2133,820.131456,43.89,44.81,"boulders, cinders",,,rocky,boulders,,,,coarse,AECOM (Local Agencies)
335524,16521,| 133673,,,-210824.5203,401075.3934,794.107632,0,13.72,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335525,16521,| 133673,,,-210824.5203,401075.3934,794.107632,13.72,18.29,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335526,16522,| 184686,,,-203855.009,383319.7324,927.954456,0,2.13,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
335527,16522,| 184686,,,-203855.009,383319.7324,927.954456,2.13,7.01,sand & clay,,,clayey,sand,,,,coarse,AECOM (Local Agencies)
335528,16522,| 184686,,,-203855.009,383319.7324,927.954456,7.01,14.02,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
335529,16522,| 184686,,,-203855.009,383319.7324,927.954456,14.02,20.73,clay & sand,,,sandy,clay,,,,fine,AECOM (Local Agencies)
335530,16522,| 184686,,,-203855.009,383319.7324,927.954456,20.73,29.26,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
335531,16522,| 184686,,,-203855.009,383319.7324,927.954456,29.26,38.71,andesite,,,,rock,,,,n/a,AECOM (Local Agencies)
335532,16522,| 184686,,,-203855.009,383319.7324,927.954456,38.71,152.4,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335533,16523,| 799482,,,-199262.1667,405842.8299,828.184272,0.3,0.91,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335534,16523,| 799482,,,-199262.1667,405842.8299,828.184272,0.91,11.89,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335535,16523,| 799482,,,-199262.1667,405842.8299,828.184272,11.89,13.41,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335536,16523,| 799482,,,-199262.1667,405842.8299,828.184272,13.41,17.98,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335537,16523,| 799482,,,-199262.1667,405842.8299,828.184272,17.98,49.07,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335538,16524,,,,-165278.3024,425546.9834,1356.149688,0,5.4864,soil,,,,unknown,,,,unknown,AECOM (Local Agencies)
335539,16524,,,,-165278.3024,425546.9834,1356.149688,5.4864,15.24,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335540,16524,,,,-165278.3024,425546.9834,1356.149688,15.24,15.6972,lava boulders,lava,,bouldery,lava,,,,n/a,AECOM (Local Agencies)
335541,16524,,,,-165278.3024,425546.9834,1356.149688,15.6972,17.3736,"sand, mud, cinders & bld",,rocky,muddy,sand,,,,coarse,AECOM (Local Agencies)
335542,16524,,,,-165278.3024,425546.9834,1356.149688,17.3736,18.5928,sand & mud,,,muddy,sand,,,,coarse,AECOM (Local Agencies)
335543,16524,,,,-165278.3024,425546.9834,1356.149688,18.5928,21.336,sand & boulders,,,bouldery,sand,,,,coarse,AECOM (Local Agencies)
335544,16524,,,,-165278.3024,425546.9834,1356.149688,21.336,35.9664,"shatered lava, sand & shatered boulders",lava,bouldery,sandy,lava,,,,n/a,AECOM (Local Agencies)
335545,16524,,,,-165278.3024,425546.9834,1356.149688,35.9664,39.0144,sand & shatered lava,lava,,rocky,sand,,,,coarse,AECOM (Local Agencies)
335546,16524,,,,-165278.3024,425546.9834,1356.149688,39.0144,54.864,layers of packed sand loose sand & gravel,packed,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335547,16525,| 951652,,,-216445.1754,406356.5674,886.684536,1.22,11.28,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
335548,16525,| 951652,,,-216445.1754,406356.5674,886.684536,11.28,48.77,diorite,,,,rock,,,,n/a,AECOM (Local Agencies)
335549,16526,| 113445Y,,,-205471.1171,423080.4187,815.973984,0,4.57,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335550,16526,| 113445Y,,,-205471.1171,423080.4187,815.973984,4.57,7.62,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
335551,16526,| 113445Y,,,-205471.1171,423080.4187,815.973984,7.62,91.44,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
335552,16527,,,,-168250.2044,420127.2788,1299.176472,0,1.2192,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
335553,16527,,,,-168250.2044,420127.2788,1299.176472,1.2192,8.2296,"sand, gravel and clay",,clayey,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335554,16527,,,,-168250.2044,420127.2788,1299.176472,8.2296,11.2776,pure sand and gravel,,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335555,16527,,,,-168250.2044,420127.2788,1299.176472,11.2776,14.3256,sand and clay,,,clayey,sand,,,,coarse,AECOM (Local Agencies)
335556,16527,,,,-168250.2044,420127.2788,1299.176472,14.3256,14.9352,sandstones,,,,sandstone,,,,coarse,AECOM (Local Agencies)
335557,16527,,,,-168250.2044,420127.2788,1299.176472,14.9352,15.24,coarse sand and gravel,coarse,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335558,16527,,,,-168250.2044,420127.2788,1299.176472,15.24,25.6032,gray crevice lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
335559,16527,,,,-168250.2044,420127.2788,1299.176472,25.6032,26.3652,red and gray lava,lava,,,lava,,red,gray,n/a,AECOM (Local Agencies)
335560,16527,,,,-168250.2044,420127.2788,1299.176472,26.3652,28.3464,shattered lava,lava,,,lava,,,,n/a,AECOM (Local Agencies)
335561,16527,,,,-168250.2044,420127.2788,1299.176472,28.3464,29.1084,shattered lava and sand,lava,,sandy,lava,,,,n/a,AECOM (Local Agencies)
335562,16528,,,,-157097.2852,441165.3501,1249.963464,0,9.144,soil,,,,unknown,,,,unknown,AECOM (Local Agencies)
335563,16528,,,,-157097.2852,441165.3501,1249.963464,9.144,91.44,sand with variousstreaksofsandstone,,,,sand,,,,coarse,AECOM (Local Agencies)
335564,16529,| 126336,,,-222428.7421,410651.5503,878.092224,0,0.91,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335565,16529,| 126336,,,-222428.7421,410651.5503,878.092224,0.91,7.62,"decomposed rock, clay",decomposed,,clayey,rock,,,,n/a,AECOM (Local Agencies)
335566,16529,| 126336,,,-222428.7421,410651.5503,878.092224,7.62,12.19,decomposed rock,decomposed,,,rock,,,,n/a,AECOM (Local Agencies)
335567,16529,| 126336,,,-222428.7421,410651.5503,878.092224,12.19,16.76,gray rock,,,,rock,,gray,,n/a,AECOM (Local Agencies)
335568,16529,| 126336,,,-222428.7421,410651.5503,878.092224,16.76,21.34,hard green rock,hard,,,rock,,green,,n/a,AECOM (Local Agencies)
335569,16529,| 126336,,,-222428.7421,410651.5503,878.092224,21.34,44.2,gray and green rock some quartz,,,,rock,,gray,green,n/a,AECOM (Local Agencies)
335570,16530,| 751634,,,-200559.5922,376651.6877,1166.140416,18.29,26.52,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335571,16531,| 750517,,,-201645.1907,405447.8126,820.509408,0.61,2.44,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
335572,16531,| 750517,,,-201645.1907,405447.8126,820.509408,2.44,40.23,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335573,16531,| 750517,,,-201645.1907,405447.8126,820.509408,40.23,44.2,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335574,16532,| 555777,,,-201509.0692,378964.3541,1091.973432,1.52,12.19,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335575,16532,| 555777,,,-201509.0692,378964.3541,1091.973432,12.19,21.34,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
335576,16532,| 555777,,,-201509.0692,378964.3541,1091.973432,21.34,27.43,"gravel, boulders",,,bouldery,gravel,,,,coarse,AECOM (Local Agencies)
335577,16532,| 555777,,,-201509.0692,378964.3541,1091.973432,27.43,33.53,"andesite, sand, gravel",,gravelly,sandy,rock,,,,n/a,AECOM (Local Agencies)
335578,16533,| 750511,,,-200481.6785,415059.4121,838.53528,0,0.61,soil,,,,unknown,,,,unknown,AECOM (Local Agencies)
335579,16533,| 750511,,,-200481.6785,415059.4121,838.53528,0.61,76.2,fractured basalt,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335580,16534,| 369533,,,-198774.3585,405844.3087,835.798176,1.83,16.76,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335581,16534,| 369533,,,-198774.3585,405844.3087,835.798176,22.86,33.53,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335582,16534,| 369533,,,-198774.3585,405844.3087,835.798176,33.53,36.58,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
335583,16534,| 369533,,,-198774.3585,405844.3087,835.798176,36.58,38.1,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335584,16534,| 369533,,,-198774.3585,405844.3087,835.798176,38.1,48.77,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
335585,16534,| 369533,,,-198774.3585,405844.3087,835.798176,48.77,53.34,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335586,16535,| 1077822,,,-199582.625,380746.0994,1060.371768,0.3,4.57,"gravel, sand",,,sandy,gravel,,,,coarse,AECOM (Local Agencies)
335587,16535,| 1077822,,,-199582.625,380746.0994,1060.371768,4.57,5.18,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335588,16535,| 1077822,,,-199582.625,380746.0994,1060.371768,5.18,5.49,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335589,16535,| 1077822,,,-199582.625,380746.0994,1060.371768,5.49,7.62,"gravel, sand",,,sandy,gravel,,,,coarse,AECOM (Local Agencies)
335590,16536,| 102034,,,-197927.0085,406657.3469,841.21752,0,1.83,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335591,16536,| 102034,,,-197927.0085,406657.3469,841.21752,1.83,15.24,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335592,16536,| 102034,,,-197927.0085,406657.3469,841.21752,15.24,22.25,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
335593,16536,| 102034,,,-197927.0085,406657.3469,841.21752,22.25,27.43,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335594,16536,| 102034,,,-197927.0085,406657.3469,841.21752,27.43,30.48,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
335595,16536,| 102034,,,-197927.0085,406657.3469,841.21752,30.48,37.8,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335596,16536,| 102034,,,-197927.0085,406657.3469,841.21752,37.8,45.72,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
335597,16536,| 102034,,,-197927.0085,406657.3469,841.21752,45.72,48.77,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335598,16536,| 102034,,,-197927.0085,406657.3469,841.21752,48.77,49.07,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
335599,16536,| 102034,,,-197927.0085,406657.3469,841.21752,49.07,57.91,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
335600,16536,| 102034,,,-197927.0085,406657.3469,841.21752,57.91,60.96,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335601,16537,| 378192,,,-218116.2443,409291.6177,883.926096,0,0.61,soil,,,,unknown,,,,unknown,AECOM (Local Agencies)
335602,16537,| 378192,,,-218116.2443,409291.6177,883.926096,0.61,7.92,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335603,16537,| 378192,,,-218116.2443,409291.6177,883.926096,7.92,8.23,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335604,16537,| 378192,,,-218116.2443,409291.6177,883.926096,8.23,24.38,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335605,16537,| 378192,,,-218116.2443,409291.6177,883.926096,24.38,24.69,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335606,16537,| 378192,,,-218116.2443,409291.6177,883.926096,24.69,36.58,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335607,16537,| 378192,,,-218116.2443,409291.6177,883.926096,36.58,36.88,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335608,16537,| 378192,,,-218116.2443,409291.6177,883.926096,36.88,39.32,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335609,16537,| 378192,,,-218116.2443,409291.6177,883.926096,39.32,46.94,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335610,16537,| 378192,,,-218116.2443,409291.6177,883.926096,46.94,61.26,cemented gravel,cemented,,,gravel,,,,coarse,AECOM (Local Agencies)
335611,16537,| 378192,,,-218116.2443,409291.6177,883.926096,61.26,61.57,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335612,16537,| 378192,,,-218116.2443,409291.6177,883.926096,61.57,61.87,cemented gravel,cemented,,,gravel,,,,coarse,AECOM (Local Agencies)
335613,16537,| 378192,,,-218116.2443,409291.6177,883.926096,61.87,63.09,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335614,16537,| 378192,,,-218116.2443,409291.6177,883.926096,63.09,69.49,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335615,16537,| 378192,,,-218116.2443,409291.6177,883.926096,69.49,70.1,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335616,16537,| 378192,,,-218116.2443,409291.6177,883.926096,70.1,74.98,solid rck wht -blk-brn,solid,,,rock,,brown,,n/a,AECOM (Local Agencies)
335617,16537,| 378192,,,-218116.2443,409291.6177,883.926096,74.98,77.42,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335618,16537,| 378192,,,-218116.2443,409291.6177,883.926096,77.42,82.3,solid rck wht -blk-brn,solid,,,rock,,brown,,n/a,AECOM (Local Agencies)
335619,16537,| 378192,,,-218116.2443,409291.6177,883.926096,82.3,85.34,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
335620,16537,| 378192,,,-218116.2443,409291.6177,883.926096,85.34,96.01,boulders & clay,,,clayey,boulders,,,,coarse,AECOM (Local Agencies)
335621,16538,| 1076954,,,-200266.9613,405435.9738,821.109864,0,0.3,soil,,,,unknown,,,,unknown,AECOM (Local Agencies)
335622,16538,| 1076954,,,-200266.9613,405435.9738,821.109864,0.3,6.1,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
335623,16538,| 1076954,,,-200266.9613,405435.9738,821.109864,6.1,42.67,clay & gravel,,,gravelly,clay,,,,fine,AECOM (Local Agencies)
335624,16538,| 1076954,,,-200266.9613,405435.9738,821.109864,42.67,73.15,clay & sand,,,sandy,clay,,,,fine,AECOM (Local Agencies)
335625,16538,| 1076954,,,-200266.9613,405435.9738,821.109864,73.15,97.54,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335626,16538,| 1076954,,,-200266.9613,405435.9738,821.109864,97.54,108.81,gravel & sand,,,sandy,gravel,,,,coarse,AECOM (Local Agencies)
335627,16539,| 60373,,,-243082.6544,384649.266,942.48732,0,0.9144,top soil ,,,,top soil,,,,n/a,AECOM (Local Agencies)
335628,16539,| 60373,,,-243082.6544,384649.266,942.48732,0.9144,10.668,rocks with clay,,,clayey,rock,,,,n/a,AECOM (Local Agencies)
335629,16539,| 60373,,,-243082.6544,384649.266,942.48732,10.668,25.908,serpentine ,,,,rock,,,,n/a,AECOM (Local Agencies)
335630,16539,| 60373,,,-243082.6544,384649.266,942.48732,25.908,27.432,rocks ,,,,rock,,,,n/a,AECOM (Local Agencies)
335631,16540,| 555774,,,-199749.0515,377400.4443,1157.819376,0,6.1,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
335632,16540,| 555774,,,-199749.0515,377400.4443,1157.819376,6.1,33.53,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
335633,16540,| 555774,,,-199749.0515,377400.4443,1157.819376,33.53,36.58,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335634,16541,| 93307,,,-205206.66,387038.8681,899.120376,0,6.1,rocks & clay,,,clayey,rock,,,,n/a,AECOM (Local Agencies)
335635,16541,| 93307,,,-205206.66,387038.8681,899.120376,6.1,18.29,rocks & sand,,,sandy,rock,,,,n/a,AECOM (Local Agencies)
335636,16541,| 93307,,,-205206.66,387038.8681,899.120376,18.29,24.38,gravel = cinders,,,rocky,gravel,,,,coarse,AECOM (Local Agencies)
335637,16541,| 93307,,,-205206.66,387038.8681,899.120376,24.38,53.34,and conglomerate,,,,conglomerate,,,,coarse,AECOM (Local Agencies)
335638,16541,| 93307,,,-205206.66,387038.8681,899.120376,53.34,70.71,fractured volcanics?,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335639,16542,,,,-161907.2874,433265.9789,1292.385528,0,23.7744,unknown,,,,unknown,,,,unknown,AECOM (Local Agencies)
335640,16542,,,,-161907.2874,433265.9789,1292.385528,23.7744,30.7848,green chalk and blue mud,,,muddy,rock,,green,blue,n/a,AECOM (Local Agencies)
335641,16542,,,,-161907.2874,433265.9789,1292.385528,30.7848,31.6992,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
335642,16542,,,,-161907.2874,433265.9789,1292.385528,31.6992,32.6136,chalk,,,,rock,,,,n/a,AECOM (Local Agencies)
335643,16543,,,,-167085.4076,420592.5141,1298.743656,0,0.9144,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
335644,16543,,,,-167085.4076,420592.5141,1298.743656,0.9144,1.2192,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
335645,16543,,,,-167085.4076,420592.5141,1298.743656,1.2192,5.7912,clay and sand,,,sandy,clay,,,,fine,AECOM (Local Agencies)
335646,16543,,,,-167085.4076,420592.5141,1298.743656,5.7912,8.2296,soft clay,soft,,,clay,,,,fine,AECOM (Local Agencies)
335647,16543,,,,-167085.4076,420592.5141,1298.743656,8.2296,8.5344,sand stone,,,rocky,sand,,,,coarse,AECOM (Local Agencies)
335648,16543,,,,-167085.4076,420592.5141,1298.743656,8.5344,10.2108,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335649,16543,,,,-167085.4076,420592.5141,1298.743656,10.2108,22.5552,gray creviced lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
335650,16544,,,,-157242.5968,437902.9362,1298.252928,0,1.2192,sandy loam,,,sandy,loam,,,,fine,AECOM (Local Agencies)
335651,16544,,,,-157242.5968,437902.9362,1298.252928,1.2192,2.1336,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
335652,16544,,,,-157242.5968,437902.9362,1298.252928,2.1336,6.096,hard sandy clay,hard,,sandy,clay,,,,fine,AECOM (Local Agencies)
335653,16544,,,,-157242.5968,437902.9362,1298.252928,6.096,7.0104,cemented gravel,cemented,,,gravel,,,,coarse,AECOM (Local Agencies)
335654,16544,,,,-157242.5968,437902.9362,1298.252928,7.0104,12.192,clay and bedded gravel,,,gravelly,clay,,,,fine,AECOM (Local Agencies)
335655,16544,,,,-157242.5968,437902.9362,1298.252928,12.192,14.9352,cemented sand,cemented,,,sand,,,,coarse,AECOM (Local Agencies)
335656,16544,,,,-157242.5968,437902.9362,1298.252928,14.9352,19.812,fine sand,fine,,,sand,,,,coarse,AECOM (Local Agencies)
335657,16544,,,,-157242.5968,437902.9362,1298.252928,19.812,27.432,sand fairly coarse,coarse,,,sand,,,,coarse,AECOM (Local Agencies)
335658,16544,,,,-157242.5968,437902.9362,1298.252928,27.432,45.72,sand fine brown with claystreaks,fine,,,sand,,brown,,coarse,AECOM (Local Agencies)
335659,16544,,,,-157242.5968,437902.9362,1298.252928,45.72,53.34,sand fine to medium coarse with someclay,fine,,,sand,,,,coarse,AECOM (Local Agencies)
335660,16544,,,,-157242.5968,437902.9362,1298.252928,53.34,60.96,yellow grey clay with thinsandstreaks,,,,clay,,yellow,gray,fine,AECOM (Local Agencies)
335661,16545,| 113436X,,,-196640.8173,418406.1018,1003.444272,0,4.57,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335662,16545,| 113436X,,,-196640.8173,418406.1018,1003.444272,4.57,62.48,volcanics?,,,,rock,,,,n/a,AECOM (Local Agencies)
335663,16546,| 988047,,,-219413.477,416657.4549,789.55392,0,3.05,"silt, gravel",,,gravelly,silt,,,,fine,AECOM (Local Agencies)
335664,16546,| 988047,,,-219413.477,416657.4549,789.55392,3.05,6.4,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
335665,16547,| 512923,,,-215651.2356,387274.5648,985.043496,0,1.83,soil,,,,unknown,,,,unknown,AECOM (Local Agencies)
335666,16547,| 512923,,,-215651.2356,387274.5648,985.043496,1.83,7.62,sand & clay,,,clayey,sand,,,,coarse,AECOM (Local Agencies)
335667,16547,| 512923,,,-215651.2356,387274.5648,985.043496,7.62,13.72,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
335668,16547,| 512923,,,-215651.2356,387274.5648,985.043496,13.72,18.29,fractured shale,fractured,,,shale,,,,n/a,AECOM (Local Agencies)
335669,16547,| 512923,,,-215651.2356,387274.5648,985.043496,18.29,20.42,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
335670,16548,| 349904,,,-212789.5349,414553.1791,760.29312,0,0.61,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335671,16548,| 349904,,,-212789.5349,414553.1791,760.29312,0.61,6.71,"boulders, clay",,,clayey,boulders,,,,coarse,AECOM (Local Agencies)
335672,16548,| 349904,,,-212789.5349,414553.1791,760.29312,6.71,12.5,fractured volcanic rock,fractured,,,rock,,,,n/a,AECOM (Local Agencies)
335673,16548,| 349904,,,-212789.5349,414553.1791,760.29312,12.5,24.08,"fractured volcanic rock, sand, gravel",fractured,gravelly,sandy,rock,,,,n/a,AECOM (Local Agencies)
335674,16548,| 349904,,,-212789.5349,414553.1791,760.29312,24.08,43.59,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
335675,16549,,,,-165116.5094,423837.5418,1310.597328,0,0.4572,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
335676,16549,,,,-165116.5094,423837.5418,1310.597328,0.4572,13.716,gray lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
335677,16549,,,,-165116.5094,423837.5418,1310.597328,13.716,28.956,coarse sand,coarse,,,sand,,,,coarse,AECOM (Local Agencies)
335678,16549,,,,-165116.5094,423837.5418,1310.597328,28.956,30.7848,gray clay,,,,clay,,gray,,fine,AECOM (Local Agencies)
335679,16549,,,,-165116.5094,423837.5418,1310.597328,30.7848,41.148,layers of gray clay and sand,,,sandy,clay,,gray,,fine,AECOM (Local Agencies)
335680,16549,,,,-165116.5094,423837.5418,1310.597328,41.148,50.5968,layers of gray clay pea gravel and sand,,sandy,gravelly,clay,,gray,,fine,AECOM (Local Agencies)
335681,16549,,,,-165116.5094,423837.5418,1310.597328,50.5968,55.1688,"pea gravel, sand, and pumace",,rocky,sandy,gravel,,,,coarse,AECOM (Local Agencies)
335682,16549,,,,-165116.5094,423837.5418,1310.597328,55.1688,59.1312,pumace and sand,,,sandy,rock,,,,n/a,AECOM (Local Agencies)
335683,16549,,,,-165116.5094,423837.5418,1310.597328,59.1312,63.0936,"sand, gravel and pumace",,rocky,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335684,16549,,,,-165116.5094,423837.5418,1310.597328,63.0936,64.008,"sand, gravel and pumace",,rocky,gravelly,sand,,,,coarse,AECOM (Local Agencies)
335685,16550,| 750525,,,-214234.6098,393289.4251,924.117024,0.61,35.05,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
335686,16551,| 290,,,-205232.9971,418309.4295,833.30796,1.22,6.1,clay,,,,clay,,,,fine,AECOM (Local Agencies)
335687,16551,| 290,,,-205232.9971,418309.4295,833.30796,6.1,17.37,"sandstone, claystone",,,clayey,sandstone,,,,coarse,AECOM (Local Agencies)
335688,16551,| 290,,,-205232.9971,418309.4295,833.30796,17.37,24.38,decomposed conglomerate,decomposed,,,conglomerate,,,,coarse,AECOM (Local Agencies)
335689,16551,| 290,,,-205232.9971,418309.4295,833.30796,24.38,27.43,conglomerate,,,,conglomerate,,,,coarse,AECOM (Local Agencies)
335690,16551,| 290,,,-205232.9971,418309.4295,833.30796,27.43,30.48,claystone,,,,claystone,,,,fine,AECOM (Local Agencies)
