LITH_ID,WELL_INFO_ID,LOCAL_ID1,LOCAL_ID2,LOCAL_ID3,X_CATEALEALBERS_m,Y_CATEALEALBERS_m,GROUND_SURFACE_ELEVATION_m,LITH_TOP_DEPTH_m,LITH_BOT_DEPTH_m,LITH_DESCRIPTION,Texture_Qualifier,Secondary_Texture_Modifier,Primary_Texture_Modifier,Texture,Color_Qualifier,Primary_Color,Secondary_Color,Classification,DATA_SOURCE
333699,16188,| 134384,,,-201841.8075,421442.556,849.20328,0,4.57,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
333700,16188,| 134384,,,-201841.8075,421442.556,849.20328,4.57,12.19,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333701,16188,| 134384,,,-201841.8075,421442.556,849.20328,12.19,21.34,black rock,,,,rock,,black,,n/a,AECOM (Local Agencies)
333702,16189,| E0215470,,,-208512.5096,411266.135,773.030712,0,1.52,sand & rocks,,,rocky,sand,,,,coarse,AECOM (Local Agencies)
333703,16189,| E0215470,,,-208512.5096,411266.135,773.030712,1.52,4.57,sedimentary rock,,,,rock,,,,n/a,AECOM (Local Agencies)
333704,16189,| E0215470,,,-208512.5096,411266.135,773.030712,4.57,24.38,gravel & clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
333705,16189,| E0215470,,,-208512.5096,411266.135,773.030712,24.38,39.62,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333706,16189,| E0215470,,,-208512.5096,411266.135,773.030712,39.62,44.2,sand & gravel,,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
333707,16189,| E0215470,,,-208512.5096,411266.135,773.030712,44.2,57.91,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333708,16189,| E0215470,,,-208512.5096,411266.135,773.030712,57.91,60.96,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333709,16189,| E0215470,,,-208512.5096,411266.135,773.030712,60.96,91.44,volcanic rock?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
333710,16190,| 722778,,,-202627.8734,377271.8931,1129.171224,0,16.76,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333711,16190,| 722778,,,-202627.8734,377271.8931,1129.171224,16.76,32.61,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
333712,16191,| 512936,,,-200875.6725,376179.5797,1197.583584,0,12.19,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333713,16191,| 512936,,,-200875.6725,376179.5797,1197.583584,12.19,27.43,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
333714,16191,| 512936,,,-200875.6725,376179.5797,1197.583584,27.43,48.77,"andesite, sand",,,sandy,rock,,,,n/a,AECOM (Local Agencies)
333715,16191,| 512936,,,-200875.6725,376179.5797,1197.583584,48.77,54.86,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
333716,16191,| 512936,,,-200875.6725,376179.5797,1197.583584,54.86,57.91,andesite,,,,rock,,,,n/a,AECOM (Local Agencies)
333717,16192,| 756128,,,-206550.8558,419238.568,797.237928,0,28.65,,,,,unknown,,,,unknown,AECOM (Local Agencies)
333718,16192,| 756128,,,-206550.8558,419238.568,797.237928,28.65,104.85,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333719,16193,,,,-160030.4883,430240.7291,1291.440648,0,0.9144,top soil,,,,top soil,,,,n/a,AECOM (Local Agencies)
333720,16193,,,,-160030.4883,430240.7291,1291.440648,0.9144,1.524,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
333721,16193,,,,-160030.4883,430240.7291,1291.440648,1.524,10.3632,sand and clay,,,clayey,sand,,,,coarse,AECOM (Local Agencies)
333722,16193,,,,-160030.4883,430240.7291,1291.440648,10.3632,11.8872,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
333723,16193,,,,-160030.4883,430240.7291,1291.440648,11.8872,27.432,quick sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333724,16193,,,,-160030.4883,430240.7291,1291.440648,27.432,32.004,packed sand,packed,,,sand,,,,coarse,AECOM (Local Agencies)
333725,16193,,,,-160030.4883,430240.7291,1291.440648,32.004,32.9184,gray clay,,,,clay,,gray,,fine,AECOM (Local Agencies)
333726,16193,,,,-160030.4883,430240.7291,1291.440648,32.9184,48.768,gray sand,,,,sand,,gray,,coarse,AECOM (Local Agencies)
333727,16193,,,,-160030.4883,430240.7291,1291.440648,48.768,52.4256,gray clay,,,,clay,,gray,,fine,AECOM (Local Agencies)
333728,16193,,,,-160030.4883,430240.7291,1291.440648,52.4256,53.0352,void,,,,unknown,,,,unknown,AECOM (Local Agencies)
333729,16193,,,,-160030.4883,430240.7291,1291.440648,53.0352,56.6928,sand and gravel,,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
333730,16193,,,,-160030.4883,430240.7291,1291.440648,56.6928,62.484,quick sand and pumice gravel,,gravelly,rocky,sand,,,,coarse,AECOM (Local Agencies)
333731,16193,,,,-160030.4883,430240.7291,1291.440648,62.484,68.2752,quick sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333732,16194,| 59872,,,-239885.0493,384591.4687,855.323664,0,0.3048,,,,,unknown,,,,unknown,AECOM (Local Agencies)
333733,16194,| 59872,,,-239885.0493,384591.4687,855.323664,0.3048,6.096,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333734,16194,| 59872,,,-239885.0493,384591.4687,855.323664,6.096,12.4968,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333735,16194,| 59872,,,-239885.0493,384591.4687,855.323664,12.4968,18.5928,bedrock,,,,rock,,,,n/a,AECOM (Local Agencies)
333736,16195,,,,-167752.0776,420558.1958,1298.76804,0,0.6096,sand loam,,,loamy,sand,,,,coarse,AECOM (Local Agencies)
333737,16195,,,,-167752.0776,420558.1958,1298.76804,0.6096,4.572,brown clay and coarse sand,coarse,,sandy,clay,,brown,,fine,AECOM (Local Agencies)
333738,16195,,,,-167752.0776,420558.1958,1298.76804,4.572,10.0584,coarse sand and brown clay,coarse,,clayey,sand,,brown,,coarse,AECOM (Local Agencies)
333739,16195,,,,-167752.0776,420558.1958,1298.76804,10.0584,15.24,brown clay,,,,clay,,brown,,fine,AECOM (Local Agencies)
333740,16195,,,,-167752.0776,420558.1958,1298.76804,15.24,23.7744,gray lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
333741,16195,,,,-167752.0776,420558.1958,1298.76804,23.7744,25.908,bubbly lava,bubbly,,,lava,,,,n/a,AECOM (Local Agencies)
333742,16195,,,,-167752.0776,420558.1958,1298.76804,25.908,27.432,gray lava,lava,,,lava,,gray,,n/a,AECOM (Local Agencies)
333743,16195,,,,-167752.0776,420558.1958,1298.76804,27.432,31.0896,pea gravel and gray clay,,,clayey,gravel,,gray,,coarse,AECOM (Local Agencies)
333744,16195,,,,-167752.0776,420558.1958,1298.76804,31.0896,32.3088,gray clay,,,,clay,,gray,,fine,AECOM (Local Agencies)
333745,16196,,,,-145775.545,418411.5908,1356.241128,0,0.3048,topsoil,,,,top soil,,,,n/a,AECOM (Local Agencies)
333746,16196,,,,-145775.545,418411.5908,1356.241128,0.3048,2.1336,grey basalt,,,,rock,,gray,,n/a,AECOM (Local Agencies)
333747,16196,,,,-145775.545,418411.5908,1356.241128,2.1336,5.1816,red basalt,,,,rock,,red,,n/a,AECOM (Local Agencies)
333748,16196,,,,-145775.545,418411.5908,1356.241128,5.1816,54.864,grey basalt,,,,rock,,gray,,n/a,AECOM (Local Agencies)
333749,16196,,,,-145775.545,418411.5908,1356.241128,54.864,59.436,grey sandstone and pumice,,,rocky,sandstone,,gray,,coarse,AECOM (Local Agencies)
333750,16196,,,,-145775.545,418411.5908,1356.241128,59.436,79.248,blue claystone,,,,claystone,,blue,,fine,AECOM (Local Agencies)
333751,16196,,,,-145775.545,418411.5908,1356.241128,79.248,104.8512,grey basalt and brown claystone,,,clayey,rock,,gray,brown,n/a,AECOM (Local Agencies)
333752,16197,| 59809,,,-242890.4915,392905.3438,860.855784,0,9.144,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333753,16197,| 59809,,,-242890.4915,392905.3438,860.855784,9.144,10.668,rocks with gravel,,,gravelly,rock,,,,n/a,AECOM (Local Agencies)
333754,16197,| 59809,,,-242890.4915,392905.3438,860.855784,10.668,12.192,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333755,16197,| 59809,,,-242890.4915,392905.3438,860.855784,12.192,12.8016,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333756,16197,| 59809,,,-242890.4915,392905.3438,860.855784,12.8016,20.4216,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333757,16197,| 59809,,,-242890.4915,392905.3438,860.855784,20.4216,22.86,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333758,16197,| 59809,,,-242890.4915,392905.3438,860.855784,22.86,25.908,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
333759,16197,| 59809,,,-242890.4915,392905.3438,860.855784,25.908,31.3944,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
333760,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,0,1.83,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333761,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,1.83,4.57,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333762,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,4.57,13.11,"serpentinite, clay",,,clayey,rock,,,,n/a,AECOM (Local Agencies)
333763,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,13.11,14.63,serpentinite,,,,rock,,,,n/a,AECOM (Local Agencies)
333764,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,14.63,15.85,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
333765,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,15.85,25.3,"serpentinite, boulders",,,bouldery,rock,,,,n/a,AECOM (Local Agencies)
333766,16198,| 91613,,,-209289.7903,381221.5798,1147.788408,25.3,46.02,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333767,16199,| 59929,,,-219206.5643,407533.5029,958.373496,0,0.91,,,,,unknown,,,,unknown,AECOM (Local Agencies)
333768,16199,| 59929,,,-219206.5643,407533.5029,958.373496,0.91,3.05,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333769,16199,| 59929,,,-219206.5643,407533.5029,958.373496,3.05,22.25,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333770,16199,| 59929,,,-219206.5643,407533.5029,958.373496,22.25,49.07,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333771,16200,| 334377,,,-213545.0457,415159.1045,756.553224,0,1.52,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333772,16200,| 334377,,,-213545.0457,415159.1045,756.553224,1.52,18.29,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333773,16200,| 334377,,,-213545.0457,415159.1045,756.553224,18.29,60.96,diorite,,,,rock,,,,n/a,AECOM (Local Agencies)
333774,16201,| 14927,,,-203523.6132,423778.2301,822.225432,0,12.19,clay & rocks,,,rocky,clay,,,,fine,AECOM (Local Agencies)
333775,16201,| 14927,,,-203523.6132,423778.2301,822.225432,12.19,21.34,soft black rock,soft,,,rock,,black,,n/a,AECOM (Local Agencies)
333776,16201,| 14927,,,-203523.6132,423778.2301,822.225432,21.34,109.73,black rock seam of crystal and water,,,,rock,,black,,n/a,AECOM (Local Agencies)
333777,16201,| 14927,,,-203523.6132,423778.2301,822.225432,109.73,182.88,black rock,,,,rock,,black,,n/a,AECOM (Local Agencies)
333778,16202,| 330407,,,-197535.9742,403357.4976,845.826096,0,1.52,loam,,,,loam,,,,fine,AECOM (Local Agencies)
333779,16202,| 330407,,,-197535.9742,403357.4976,845.826096,1.52,2.13,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333780,16202,| 330407,,,-197535.9742,403357.4976,845.826096,2.13,48.77,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
333781,16202,| 330407,,,-197535.9742,403357.4976,845.826096,48.77,50.9,"basalt, cinders",,,,rock,,,,n/a,AECOM (Local Agencies)
333782,16202,| 330407,,,-197535.9742,403357.4976,845.826096,50.9,59.44,"basalt, clay",,,clayey,rock,,,,n/a,AECOM (Local Agencies)
333783,16203,| 557625,,,-202248.8393,375636.9048,1184.2242,0,3.05,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333784,16203,| 557625,,,-202248.8393,375636.9048,1184.2242,3.05,15.24,boulders,,,,boulders,,,,coarse,AECOM (Local Agencies)
333785,16203,| 557625,,,-202248.8393,375636.9048,1184.2242,15.24,23.47,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
333786,16203,| 557625,,,-202248.8393,375636.9048,1184.2242,23.47,25.91,basalt,,,,rock,,,,n/a,AECOM (Local Agencies)
333787,16203,| 557625,,,-202248.8393,375636.9048,1184.2242,25.91,38.4,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333789,16204,| 127522,,,-212655.178,395908.7649,849.34044,1.22,39.32,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333790,16204,| 127522,,,-212655.178,395908.7649,849.34044,39.32,44.81,Qvs - Volcanic rocks of Shasta Valley?,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
333791,16204,| 127522,,,-212655.178,395908.7649,849.34044,44.81,49.99,conglomerate,,,,conglomerate,,,,coarse,AECOM (Local Agencies)
333792,16205,| 134349,,,-208978.7799,415574.8862,823.709808,0,6.1,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333793,16205,| 134349,,,-208978.7799,415574.8862,823.709808,6.1,12.19,"clay, rock",,,rocky,clay,,,,fine,AECOM (Local Agencies)
333794,16205,| 134349,,,-208978.7799,415574.8862,823.709808,12.19,21.34,brown rock,,,,rock,,brown,,n/a,AECOM (Local Agencies)
333795,16205,| 134349,,,-208978.7799,415574.8862,823.709808,21.34,35.05,black rock,,,,rock,,black,,n/a,AECOM (Local Agencies)
333796,16205,| 134349,,,-208978.7799,415574.8862,823.709808,35.05,39.62,green rock,,,,rock,,green,,n/a,AECOM (Local Agencies)
333797,16205,| 134349,,,-208978.7799,415574.8862,823.709808,39.62,44.2,gray and black rock,,,,rock,,gray,black,n/a,AECOM (Local Agencies)
333798,16205,| 134349,,,-208978.7799,415574.8862,823.709808,44.2,57.91,green rock,,,,rock,,green,,n/a,AECOM (Local Agencies)
333799,16205,| 134349,,,-208978.7799,415574.8862,823.709808,57.91,89.92,gray rock,,,,rock,,gray,,n/a,AECOM (Local Agencies)
333800,16206,| 62352,,,-230506.6604,385806.6485,1113.306384,0,4.572,shale with clay,,,clayey,shale,,,,n/a,AECOM (Local Agencies)
333801,16206,| 62352,,,-230506.6604,385806.6485,1113.306384,4.572,7.62,granite with weathered,weathered,,,rock,,,,n/a,AECOM (Local Agencies)
333802,16206,| 62352,,,-230506.6604,385806.6485,1113.306384,7.62,12.192,granite,,,,rock,,,,n/a,AECOM (Local Agencies)
333803,16206,| 62352,,,-230506.6604,385806.6485,1113.306384,12.192,24.384,metamorphic,,,,unknown,,,,unknown,AECOM (Local Agencies)
333804,16207,| 1059,,,-215058.1137,414948.6632,775.161264,0,0.61,,,,,unknown,,,,unknown,AECOM (Local Agencies)
333805,16207,| 1059,,,-215058.1137,414948.6632,775.161264,0.61,3.05,hard pan,hard,,,clay,,,,fine,AECOM (Local Agencies)
333806,16207,| 1059,,,-215058.1137,414948.6632,775.161264,3.05,5.49,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333807,16207,| 1059,,,-215058.1137,414948.6632,775.161264,5.49,10.67,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333808,16207,| 1059,,,-215058.1137,414948.6632,775.161264,10.67,12.19,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333809,16207,| 1059,,,-215058.1137,414948.6632,775.161264,12.19,15.24,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333810,16207,| 1059,,,-215058.1137,414948.6632,775.161264,15.24,42.67,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333811,16208,| 61591,,,-244345.2817,397799.2164,866.845104,0,3.048,top soil with cobbles,,,cobbley,top soil,,,,n/a,AECOM (Local Agencies)
333812,16208,| 61591,,,-244345.2817,397799.2164,866.845104,3.048,15.24,clay with gravel,,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333813,16208,| 61591,,,-244345.2817,397799.2164,866.845104,15.24,24.384,serpentine with sand,,,sandy,rock,,,,n/a,AECOM (Local Agencies)
333814,16208,| 61591,,,-244345.2817,397799.2164,866.845104,24.384,32.004,serpentine,,,,rock,,,,n/a,AECOM (Local Agencies)
333815,16209,| 61792,,,-242890.4915,392905.3438,860.855784,0,6.096,clay with boulders,,,bouldery,clay,,,,fine,AECOM (Local Agencies)
333816,16209,| 61792,,,-242890.4915,392905.3438,860.855784,6.096,10.668,clay with gravel,,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333817,16209,| 61792,,,-242890.4915,392905.3438,860.855784,10.668,16.764,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
333818,16209,| 61792,,,-242890.4915,392905.3438,860.855784,16.764,22.86,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
333819,16209,| 61792,,,-242890.4915,392905.3438,860.855784,22.86,24.384,gravel with clay,,,clayey,gravel,,,,coarse,AECOM (Local Agencies)
333820,16210,| 797972,,,-200156.4033,399050.372,810.953928,0,0.91,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333821,16210,| 797972,,,-200156.4033,399050.372,810.953928,0.91,44.2,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
333822,16211,| 333287,,,-201551.393,378798.0743,1102.056216,0,4.88,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333823,16211,| 333287,,,-201551.393,378798.0743,1102.056216,4.88,23.77,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
333824,16211,| 333287,,,-201551.393,378798.0743,1102.056216,23.77,33.53,"sand, gravel",,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
333825,16211,| 333287,,,-201551.393,378798.0743,1102.056216,33.53,45.72,"sand, boulders",,,bouldery,sand,,,,coarse,AECOM (Local Agencies)
333826,16212,| 555116,,,-219770.7812,415256.1251,801.468552,0.3,3.05,silt,,,,silt,,,,fine,AECOM (Local Agencies)
333827,16212,| 555116,,,-219770.7812,415256.1251,801.468552,3.05,7.01,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333828,16213,| 61211,,,-230609.0062,382579.6705,1214.237856,0,7.62,shale with clay,,,clayey,shale,,,,n/a,AECOM (Local Agencies)
333829,16213,| 61211,,,-230609.0062,382579.6705,1214.237856,7.62,34.1376,schist,,,,rock,,,,n/a,AECOM (Local Agencies)
333830,16213,| 61211,,,-230609.0062,382579.6705,1214.237856,34.1376,38.1,oil shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333831,16213,| 61211,,,-230609.0062,382579.6705,1214.237856,38.1,62.484,schist with oil,,,,rock,,,,n/a,AECOM (Local Agencies)
333832,16213,| 61211,,,-230609.0062,382579.6705,1214.237856,62.484,88.392,schist,,,,rock,,,,n/a,AECOM (Local Agencies)
333833,16214,| 2089,,,-200538.3438,377273.748,1155.6492,0,8.23,rock,,,,rock,,,,n/a,AECOM (Local Agencies)
333834,16214,| 2089,,,-200538.3438,377273.748,1155.6492,8.23,28.96,"clay, rocks",,,rocky,clay,,,,fine,AECOM (Local Agencies)
333835,16214,| 2089,,,-200538.3438,377273.748,1155.6492,28.96,31.39,"cinders, ash",,,ashy,rock,,,,n/a,AECOM (Local Agencies)
333836,16214,| 2089,,,-200538.3438,377273.748,1155.6492,31.39,32.92,ash,,,,ash,,,,fine,AECOM (Local Agencies)
333837,16214,| 2089,,,-200538.3438,377273.748,1155.6492,32.92,36.58,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
333838,16214,| 2089,,,-200538.3438,377273.748,1155.6492,36.58,36.88,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333839,16214,| 2089,,,-200538.3438,377273.748,1155.6492,36.88,39.01,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
333840,16214,| 2089,,,-200538.3438,377273.748,1155.6492,39.01,39.62,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333841,16214,| 2089,,,-200538.3438,377273.748,1155.6492,39.62,40.23,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
333842,16214,| 2089,,,-200538.3438,377273.748,1155.6492,40.23,41.45,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333843,16214,| 2089,,,-200538.3438,377273.748,1155.6492,41.45,42.06,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
333844,16214,| 2089,,,-200538.3438,377273.748,1155.6492,42.06,42.98,sand,,,,sand,,,,coarse,AECOM (Local Agencies)
333845,16214,| 2089,,,-200538.3438,377273.748,1155.6492,42.98,43.89,hard formation,hard,,,unknown,,,,unknown,AECOM (Local Agencies)
333846,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,1.22,15.24,volcanic rock,volcanic,,,rock,,,,n/a,AECOM (Local Agencies)
333847,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,15.24,22.86,fractures & voids,,,,unknown,,,,unknown,AECOM (Local Agencies)
333848,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,22.86,38.1,hard rock,hard,,,rock,,,,n/a,AECOM (Local Agencies)
333849,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,38.1,44.2,fractures & voids,,,,unknown,,,,unknown,AECOM (Local Agencies)
333850,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,44.2,53.34,hard rock,hard,,,rock,,,,n/a,AECOM (Local Agencies)
333851,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,53.34,65.53,fractures,,,,unknown,,,,unknown,AECOM (Local Agencies)
333852,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,65.53,88.39,hard rock,hard,,,rock,,,,n/a,AECOM (Local Agencies)
333853,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,88.39,105.16,fractures,,,,unknown,,,,unknown,AECOM (Local Agencies)
333854,16215,| E0250101,,,-195104.7982,398397.9728,914.957784,105.16,117.35,soft fractury,soft,,,unknown,,,,unknown,AECOM (Local Agencies)
333855,16216,| 950674,,,-220021.9628,413478.0612,818.406288,0,3.05,"sand, gravel, cobbles",,cobbley,gravelly,sand,,,,coarse,AECOM (Local Agencies)
333856,16216,| 950674,,,-220021.9628,413478.0612,818.406288,3.05,4.88,"silt, gravel",,,gravelly,silt,,,,fine,AECOM (Local Agencies)
333857,16217,| 133406,,,-212515.1721,411863.0313,776.670024,0.3,3.05,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333858,16217,| 133406,,,-212515.1721,411863.0313,776.670024,10.36,12.8,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
333859,16217,| 133406,,,-212515.1721,411863.0313,776.670024,12.8,14.02,boulders,,,,boulders,,,,coarse,AECOM (Local Agencies)
333860,16217,| 133406,,,-212515.1721,411863.0313,776.670024,14.02,15.54,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333861,16217,| 133406,,,-212515.1721,411863.0313,776.670024,15.54,22.56,"clay, boulders",,,bouldery,clay,,,,fine,AECOM (Local Agencies)
333862,16217,| 133406,,,-212515.1721,411863.0313,776.670024,22.56,24.69,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
333863,16217,| 133406,,,-212515.1721,411863.0313,776.670024,24.69,48.77,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333864,16218,,,,-166971.0611,422155.0823,1299.30144,0,28.3464,OLD HOLE,,,,unknown,,,,unknown,AECOM (Local Agencies)
333865,16218,,,,-166971.0611,422155.0823,1299.30144,28.3464,72.5424,sand and gravel,,,gravelly,sand,,,,coarse,AECOM (Local Agencies)
333866,16218,,,,-166971.0611,422155.0823,1299.30144,72.5424,76.2,gray clay and sand,,,sandy,clay,,gray,,fine,AECOM (Local Agencies)
333867,16219,| 90938,,,-219594.4775,406768.1666,953.176656,0,39.62,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
333868,16219,| 90938,,,-219594.4775,406768.1666,953.176656,39.62,41.15,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333869,16219,| 90938,,,-219594.4775,406768.1666,953.176656,41.15,45.72,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
333870,16219,| 90938,,,-219594.4775,406768.1666,953.176656,45.72,47.24,fractured sandstone,fractured,,,sandstone,,,,coarse,AECOM (Local Agencies)
333871,16219,| 90938,,,-219594.4775,406768.1666,953.176656,47.24,54.86,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
333872,16219,| 90938,,,-219594.4775,406768.1666,953.176656,54.86,55.47,fractured sandstone,fractured,,,sandstone,,,,coarse,AECOM (Local Agencies)
333873,16219,| 90938,,,-219594.4775,406768.1666,953.176656,55.47,60.96,sandstone,,,,sandstone,,,,coarse,AECOM (Local Agencies)
333874,16220,| 573087,,,-207649.6293,386356.9926,910.446744,0,33.53,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333875,16220,| 573087,,,-207649.6293,386356.9926,910.446744,33.53,80.77,shale,,,,shale,,,,n/a,AECOM (Local Agencies)
333876,16221,| 563238,,,-206214.9264,396393.4965,806.7294,0,3.05,conglomerate,,,,conglomerate,,,,coarse,AECOM (Local Agencies)
333877,16221,| 563238,,,-206214.9264,396393.4965,806.7294,3.05,5.79,lava rocks,lava,,rocky,lava,,,,n/a,AECOM (Local Agencies)
333878,16221,| 563238,,,-206214.9264,396393.4965,806.7294,5.79,7.62,conglomerate,,,,conglomerate,,,,coarse,AECOM (Local Agencies)
333879,16221,| 563238,,,-206214.9264,396393.4965,806.7294,7.62,39.62,lava rocks,lava,,rocky,lava,,,,n/a,AECOM (Local Agencies)
333880,16221,| 563238,,,-206214.9264,396393.4965,806.7294,39.62,45.72,cinders,,,,rock,,,,n/a,AECOM (Local Agencies)
333881,16222,| 134317,,,-215834.1816,416676.7325,771.125712,0,18.29,"clay, rock",,,rocky,clay,,,,fine,AECOM (Local Agencies)
333882,16222,| 134317,,,-215834.1816,416676.7325,771.125712,18.29,30.48,black rock,,,,rock,,black,,n/a,AECOM (Local Agencies)
333883,16223,| 1049,,,-216286.5848,407544.0513,855.875352,3.05,16.76,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333884,16223,| 1049,,,-216286.5848,407544.0513,855.875352,16.76,21.34,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333885,16223,| 1049,,,-216286.5848,407544.0513,855.875352,21.34,24.38,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333886,16223,| 1049,,,-216286.5848,407544.0513,855.875352,24.38,35.05,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333887,16223,| 1049,,,-216286.5848,407544.0513,855.875352,35.05,36.58,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333888,16224,| 133430,,,-210944.8359,397504.0019,816.199536,1.22,6.1,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333889,16224,| 133430,,,-210944.8359,397504.0019,816.199536,6.1,16.46,clay,,,,clay,,,,fine,AECOM (Local Agencies)
333890,16224,| 133430,,,-210944.8359,397504.0019,816.199536,16.46,17.07,gravel,,,,gravel,,,,coarse,AECOM (Local Agencies)
333891,16224,| 133430,,,-210944.8359,397504.0019,816.199536,17.07,17.98,"clay, gravel",,,gravelly,clay,,,,fine,AECOM (Local Agencies)
