Well,Row,Column,X,Y,Z,Layer1
1,271,111,511043.1316,4588249.262,854.068,-999.000
2,271,111,511043.1316,4588249.262,851.020,4.33811
3,271,111,511043.1316,4588249.262,844.924,4.33811
4,271,111,511043.1316,4588249.262,838.675,5.77070
5,189,79,507780.3704,4596469.980,854.248,4.33811
6,189,79,507780.3704,4596469.980,848.914,5.77070
7,189,79,507780.3704,4596469.980,847.390,4.33811
8,189,79,507780.3704,4596469.980,846.323,4.99638
9,189,79,507780.3704,4596469.980,842.208,4.33811
10,189,79,507780.3704,4596469.980,837.179,4.33811
11,189,79,507780.3704,4596469.980,834.436,4.99638
12,189,79,507780.3704,4596469.980,830.169,4.99638
13,141,62,506173.7290,4601319.444,864.606,4.33811
14,141,62,506173.7290,4601319.444,856.986,4.33811
15,141,62,506173.7290,4601319.444,846.318,5.77070
16,141,62,506173.7290,4601319.444,837.936,5.77070
17,189,79,507780.3704,4596469.980,855.772,4.33811
18,189,79,507780.3704,4596469.980,850.438,4.33811
19,189,79,507780.3704,4596469.980,845.104,4.99638
20,189,79,507780.3704,4596469.980,839.008,4.99638
21,189,79,507780.3704,4596469.980,835.198,4.99638
22,271,111,511043.1316,4588249.262,853.153,4.33811
23,271,111,511043.1316,4588249.262,849.953,4.78783
24,271,111,511043.1316,4588249.262,838.980,4.33811
25,271,111,511043.1316,4588249.262,823.130,4.99638
26,271,111,511043.1316,4588249.262,812.310,4.99638
27,223,188,518711.9822,4593045.133,977.560,4.33811
28,223,188,518711.9822,4593045.133,975.122,4.99638
29,223,188,518711.9822,4593045.133,970.855,4.33811
30,223,188,518711.9822,4593045.133,967.502,4.33811
31,223,188,518711.9822,4593045.133,964.911,4.33811
32,223,188,518711.9822,4593045.133,962.930,5.77070
33,223,188,518711.9822,4593045.133,949.062,3.45917
34,191,67,506603.5797,4596266.698,875.152,4.99638
35,191,67,506603.5797,4596266.698,866.770,4.33811
36,191,67,506603.5797,4596266.698,841.929,4.99638
37,191,67,506603.5797,4596266.698,813.735,3.45917
38,227,172,517079.2012,4593100.351,897.748,4.33811
39,227,172,517079.2012,4593100.351,887.080,5.77070
40,227,172,517079.2012,4593100.351,877.936,5.77070
41,227,172,517079.2012,4593100.351,869.554,5.77070
42,227,172,517079.2012,4593100.351,862.696,5.77070
43,227,172,517079.2012,4593100.351,857.972,5.77070
44,92,79,507786.2197,4606169.232,830.038,4.33811
45,92,79,507786.2197,4606169.232,825.466,4.33811
46,92,79,507786.2197,4606169.232,820.132,4.99638
47,92,79,507786.2197,4606169.232,814.036,4.33811
48,92,79,507786.2197,4606169.232,807.178,4.33811
49,92,79,507786.2197,4606169.232,803.368,4.33811
50,92,79,507786.2197,4606169.232,798.796,4.99638
51,110,115,511061.4459,4604561.252,851.798,4.33811
52,110,115,511061.4459,4604561.252,850.274,4.33811
53,110,115,511061.4459,4604561.252,848.750,4.99638
54,110,115,511061.4459,4604561.252,844.178,4.33811
55,110,115,511061.4459,4604561.252,840.063,4.99638
56,110,115,511061.4459,4604561.252,838.539,4.33811
57,110,115,511061.4459,4604561.252,833.510,4.33811
58,255,128,512681.4956,4589913.288,845.941,4.78783
59,255,128,512681.4956,4589913.288,824.605,5.77070
60,255,128,512681.4956,4589913.288,789.248,4.99638
61,140,14,501315.9039,4601331.649,936.126,4.33811
62,140,14,501315.9039,4601331.649,932.316,4.33811
63,140,14,501315.9039,4601331.649,925.610,4.33811
64,140,14,501315.9039,4601331.649,920.124,4.99638
65,140,14,501315.9039,4601331.649,915.704,4.99638
66,140,14,501315.9039,4601331.649,912.351,4.99638
67,140,14,501315.9039,4601331.649,909.760,4.99638
68,140,14,501315.9039,4601331.649,907.170,4.99638
69,189,65,506190.8384,4596422.715,873.962,5.77070
70,189,65,506190.8384,4596422.715,860.246,4.99638
71,189,65,506190.8384,4596422.715,848.054,5.77070
72,189,65,506190.8384,4596422.715,838.910,5.77070
73,189,65,506190.8384,4596422.715,828.547,5.77070
74,189,127,512663.8583,4596487.544,827.174,5.77070
75,189,127,512663.8583,4596487.544,814.829,5.77070
76,65,111,511047.9162,4609387.513,859.586,4.33811
77,65,111,511047.9162,4609387.513,854.252,4.33811
78,65,111,511047.9162,4609387.513,845.870,-999.000
79,65,111,511047.9162,4609387.513,838.402,4.99638
80,65,111,511047.9162,4609387.513,834.745,4.33811
81,59,62,506104.3304,4609457.678,819.853,4.99638
82,59,62,506104.3304,4609457.678,817.262,4.99638
83,59,62,506104.3304,4609457.678,812.995,4.33811
84,59,62,506104.3304,4609457.678,806.442,4.33811
85,59,62,506104.3304,4609457.678,801.108,5.77070
86,59,62,506104.3304,4609457.678,798.060,4.99638
87,59,62,506104.3304,4609457.678,795.012,5.77070
88,59,62,506104.3304,4609457.678,790.745,4.99638
89,59,62,506104.3304,4609457.678,785.716,4.99638
90,279,78,507765.5838,4587471.496,937.688,4.33811
91,279,78,507765.5838,4587471.496,933.878,4.99638
92,279,78,507765.5838,4587471.496,929.306,4.99638
93,279,78,507765.5838,4587471.496,925.496,5.77070
94,279,78,507765.5838,4587471.496,920.924,3.45917
95,279,78,507765.5838,4587471.496,910.256,3.45917
96,157,79,507796.8524,4599696.729,847.915,4.33811
97,157,79,507796.8524,4599696.729,837.095,5.77070
98,157,79,507796.8524,4599696.729,832.066,5.77070
99,157,79,507796.8524,4599696.729,826.884,5.77070
100,76,14,501320.4953,4607767.377,845.733,4.33811
101,76,14,501320.4953,4607767.377,842.228,4.33811
102,76,14,501320.4953,4607767.377,831.255,5.77070
103,76,14,501320.4953,4607767.377,821.806,4.99638
104,76,14,501320.4953,4607767.377,817.996,4.33811
105,76,14,501320.4953,4607767.377,812.662,4.99638
106,76,14,501320.4953,4607767.377,807.023,5.77070
107,255,95,509466.0075,4589882.737,871.564,5.77070
108,255,95,509466.0075,4589882.737,866.230,5.77070
109,255,95,509466.0075,4589882.737,856.324,5.77070
110,255,95,509466.0075,4589882.737,846.418,4.33811
111,287,111,511019.3046,4586644.780,860.073,4.33811
112,287,111,511019.3046,4586644.780,857.787,4.33811
113,287,111,511019.3046,4586644.780,850.624,4.99638
114,287,111,511019.3046,4586644.780,837.670,3.45917
115,189,65,506190.8384,4596422.715,875.486,4.99638
116,189,65,506190.8384,4596422.715,872.438,4.33811
117,189,65,506190.8384,4596422.715,866.342,4.33811
118,189,65,506190.8384,4596422.715,858.722,4.33811
119,189,65,506190.8384,4596422.715,851.864,4.33811
120,189,65,506190.8384,4596422.715,845.006,4.99638
121,189,65,506190.8384,4596422.715,838.910,3.45917
122,189,65,506190.8384,4596422.715,834.338,3.45917
123,189,65,506190.8384,4596422.715,831.290,5.77070
124,189,65,506190.8384,4596422.715,820.622,5.77070
125,108,127,512668.8830,4604557.280,822.589,4.33811
126,108,127,512668.8830,4604557.280,816.493,4.33811
127,108,127,512668.8830,4604557.280,814.664,4.33811
128,108,127,512668.8830,4604557.280,812.378,4.33811
129,108,127,512668.8830,4604557.280,810.854,4.33811
130,108,127,512668.8830,4604557.280,809.330,4.78783
131,108,127,512668.8830,4604557.280,807.806,4.33811
132,108,127,512668.8830,4604557.280,806.130,4.99638
133,76,14,501320.4953,4607767.377,844.666,4.33811
134,76,14,501320.4953,4607767.377,840.094,5.77070
135,76,14,501320.4953,4607767.377,827.902,5.77070
136,271,111,511043.1316,4588249.262,852.391,4.33811
137,271,111,511043.1316,4588249.262,849.648,4.99638
138,271,111,511043.1316,4588249.262,845.228,4.99638
139,271,111,511043.1316,4588249.262,840.656,4.78783
140,271,111,511043.1316,4588249.262,837.608,4.33811
141,273,80,507850.1988,4588205.480,920.238,4.33811
142,273,80,507850.1988,4588205.480,910.332,5.77070
143,319,143,514275.5445,4583456.077,868.154,5.77070
144,319,143,514275.5445,4583456.077,865.106,4.33811
145,319,143,514275.5445,4583456.077,859.467,4.99638
146,137,76,507795.0880,4601327.986,871.282,4.33811
147,137,76,507795.0880,4601327.986,865.948,4.99638
148,137,76,507795.0880,4601327.986,858.328,5.77070
149,137,76,507795.0880,4601327.986,852.689,5.77070
150,137,76,507795.0880,4601327.986,851.165,5.77070
151,189,95,509392.9913,4596482.508,835.324,4.33811
152,189,95,509392.9913,4596482.508,828.466,4.99638
153,189,95,509392.9913,4596482.508,826.027,4.78783
154,255,95,509466.0075,4589882.737,873.240,4.33811
155,255,95,509466.0075,4589882.737,870.345,5.77070
156,255,95,509466.0075,4589882.737,867.297,4.33811
157,255,95,509466.0075,4589882.737,865.011,4.78783
158,255,95,509466.0075,4589882.737,862.725,4.78783
159,255,95,509466.0075,4589882.737,861.810,5.77070
160,336,111,511058.3080,4581786.032,901.596,5.77070
161,336,111,511058.3080,4581786.032,887.880,5.77070
162,336,111,511058.3080,4581786.032,875.688,5.77070
163,336,111,511058.3080,4581786.032,871.116,4.33811
164,336,111,511058.3080,4581786.032,869.592,4.33811
165,336,111,511058.3080,4581786.032,868.068,4.33811
166,336,111,511058.3080,4581786.032,866.544,5.77070
167,189,79,507780.3704,4596469.980,854.858,5.77070
168,189,79,507780.3704,4596469.980,849.676,4.33811
169,189,79,507780.3704,4596469.980,847.542,5.77070
170,189,79,507780.3704,4596469.980,845.866,4.33811
171,189,79,507780.3704,4596469.980,844.952,4.99638
172,189,79,507780.3704,4596469.980,842.666,4.33811
173,189,79,507780.3704,4596469.980,839.770,4.99638
174,189,79,507780.3704,4596469.980,838.398,4.33811
175,189,79,507780.3704,4596469.980,837.332,4.99638
176,189,79,507780.3704,4596469.980,836.722,4.78783
177,189,79,507780.3704,4596469.980,835.046,4.99638
178,205,142,514275.1042,4594848.054,870.638,4.33811
179,205,142,514275.1042,4594848.054,864.999,4.99638
180,205,142,514275.1042,4594848.054,850.216,4.78783
181,205,142,514275.1042,4594848.054,839.243,4.78783
182,205,142,514275.1042,4594848.054,828.270,5.77070
183,205,142,514275.1042,4594848.054,869.876,4.33811
184,205,142,514275.1042,4594848.054,863.780,4.33811
185,205,142,514275.1042,4594848.054,853.264,4.33811
186,205,142,514275.1042,4594848.054,845.644,4.33811
187,205,142,514275.1042,4594848.054,840.310,5.77070
188,205,142,514275.1042,4594848.054,833.909,5.77070
189,173,47,504589.0123,4598046.937,906.496,4.33811
190,173,47,504589.0123,4598046.937,903.448,5.77070
191,173,47,504589.0123,4598046.937,898.876,5.77070
192,173,47,504589.0123,4598046.937,895.066,5.77070
193,159,48,504585.0134,4599662.684,900.138,4.33811
194,159,48,504585.0134,4599662.684,897.852,4.33811
195,159,48,504585.0134,4599662.684,894.804,4.33811
196,159,48,504585.0134,4599662.684,891.756,4.33811
197,159,48,504585.0134,4599662.684,889.317,4.99638
198,159,48,504585.0134,4599662.684,885.507,4.33811
199,159,48,504585.0134,4599662.684,880.935,5.77070
200,159,48,504585.0134,4599662.684,877.735,4.33811
201,159,48,504585.0134,4599662.684,875.144,4.99638
202,159,48,504585.0134,4599662.684,873.772,5.77070
203,159,48,504585.0134,4599662.684,871.334,4.33811
204,173,47,504589.0123,4598046.937,903.448,5.77070
205,173,47,504589.0123,4598046.937,897.352,5.77070
206,173,47,504589.0123,4598046.937,895.676,4.99638
207,173,47,504589.0123,4598046.937,893.085,5.77070
208,173,47,504589.0123,4598046.937,890.494,4.99638
209,173,47,504589.0123,4598046.937,887.751,4.99638
210,173,47,504589.0123,4598046.937,884.398,4.99638
211,173,47,504589.0123,4598046.937,881.350,5.77070
212,173,47,504589.0123,4598046.937,878.302,5.77070
213,238,143,514275.2731,4591578.334,845.967,4.33811
214,238,143,514275.2731,4591578.334,835.299,4.99638
215,238,143,514275.2731,4591578.334,831.032,4.33811
216,238,143,514275.2731,4591578.334,826.460,4.78783
217,189,79,507780.3704,4596469.980,858.058,-999.000
218,189,79,507780.3704,4596469.980,855.010,4.99638
219,189,79,507780.3704,4596469.980,850.438,4.99638
220,189,79,507780.3704,4596469.980,847.390,4.33811
221,189,79,507780.3704,4596469.980,845.866,4.99638
222,189,79,507780.3704,4596469.980,842.818,4.99638
223,189,79,507780.3704,4596469.980,839.770,4.99638
224,189,79,507780.3704,4596469.980,836.265,4.99638
225,189,79,507780.3704,4596469.980,832.607,4.99638
226,189,79,507780.3704,4596469.980,831.540,4.99638
227,189,79,507780.3704,4596469.980,830.626,4.99638
228,189,79,507780.3704,4596469.980,829.254,4.99638
229,189,79,507780.3704,4596469.980,828.035,4.78783
230,320,111,511038.6084,4583420.267,871.904,4.99638
231,320,111,511038.6084,4583420.267,865.046,5.77070
232,320,111,511038.6084,4583420.267,861.845,5.77070
233,320,111,511038.6084,4583420.267,855.749,5.77070
234,320,111,511038.6084,4583420.267,849.501,5.77070
235,273,80,507850.1988,4588205.480,926.029,-999.000
236,273,80,507850.1988,4588205.480,923.133,4.99638
237,304,111,511034.8222,4585044.022,888.526,4.33811
238,304,111,511034.8222,4585044.022,883.954,4.33811
239,304,111,511034.8222,4585044.022,879.382,3.45917
240,304,111,511034.8222,4585044.022,870.238,5.77070
241,206,63,506188.1468,4594798.965,896.838,-999.000
242,206,63,506188.1468,4594798.965,893.180,5.77070
243,206,63,506188.1468,4594798.965,888.760,4.33811
244,206,63,506188.1468,4594798.965,877.940,4.99638
245,303,127,512655.3679,4585067.546,860.665,4.33811
246,303,127,512655.3679,4585067.546,857.617,4.33811
247,303,127,512655.3679,4585067.546,854.264,4.78783
248,303,127,512655.3679,4585067.546,852.588,4.78783
249,303,127,512655.3679,4585067.546,843.596,4.78783
250,303,127,512655.3679,4585067.546,835.367,4.78783
251,303,127,512655.3679,4585067.546,832.166,4.78783
252,303,127,512655.3679,4585067.546,827.594,4.78783
253,303,127,512655.3679,4585067.546,825.766,4.78783
254,303,127,512655.3679,4585067.546,825.461,4.78783
255,303,127,512655.3679,4585067.546,823.937,5.77070
256,303,127,512655.3679,4585067.546,822.108,4.78783
257,303,127,512655.3679,4585067.546,821.346,4.33811
258,303,127,512655.3679,4585067.546,820.736,5.77070
259,28,141,514208.4110,4612563.293,894.060,4.33811
260,28,141,514208.4110,4612563.293,892.232,4.33811
261,28,141,514208.4110,4612563.293,889.031,-999.000
262,28,141,514208.4110,4612563.293,885.526,4.99638
263,28,141,514208.4110,4612563.293,882.935,4.99638
264,28,141,514208.4110,4612563.293,879.125,5.77070
265,28,141,514208.4110,4612563.293,873.334,4.99638
266,28,141,514208.4110,4612563.293,866.628,5.77070
267,28,141,514208.4110,4612563.293,861.752,4.99638
268,28,141,514208.4110,4612563.293,858.551,5.77070
269,267,93,509435.1900,4588223.502,892.128,4.33811
270,267,93,509435.1900,4588223.502,889.080,4.33811
271,267,93,509435.1900,4588223.502,884.965,4.99638
272,267,93,509435.1900,4588223.502,882.526,5.77070
273,273,80,507850.1988,4588205.480,927.553,4.33811
274,273,80,507850.1988,4588205.480,922.219,5.77070
275,273,80,507850.1988,4588205.480,909.722,5.77070
276,273,80,507850.1988,4588205.480,901.340,5.77070
277,141,158,515908.5877,4601246.085,848.538,4.33811
278,141,158,515908.5877,4601246.085,845.490,4.33811
279,141,158,515908.5877,4601246.085,837.108,3.45917
280,141,158,515908.5877,4601246.085,818.820,3.45917
281,336,111,511058.3080,4581786.032,905.406,4.78783
282,336,111,511058.3080,4581786.032,901.139,5.77070
283,336,111,511058.3080,4581786.032,896.262,5.77070
284,336,111,511058.3080,4581786.032,893.366,5.77070
285,336,111,511058.3080,4581786.032,889.861,5.77070
286,336,111,511058.3080,4581786.032,883.918,5.77070
287,336,111,511058.3080,4581786.032,873.250,5.77070
288,336,111,511058.3080,4581786.032,859.991,5.77070
289,336,111,511058.3080,4581786.032,848.561,5.77070
290,336,111,511058.3080,4581786.032,833.778,5.77070
291,336,111,511058.3080,4581786.032,821.586,5.77070
292,336,111,511058.3080,4581786.032,817.014,5.77070
293,123,67,506672.8029,4603144.464,860.291,4.99638
294,123,67,506672.8029,4603144.464,857.548,4.99638
295,123,67,506672.8029,4603144.464,852.519,4.33811
296,123,67,506672.8029,4603144.464,846.118,5.77070
297,123,67,506672.8029,4603144.464,838.498,5.77070
298,123,67,506672.8029,4603144.464,830.878,5.77070
299,123,67,506672.8029,4603144.464,827.068,5.77070
300,123,67,506672.8029,4603144.464,824.782,5.77070
301,211,155,515661.4734,4594778.333,880.202,4.33811
302,211,155,515661.4734,4594778.333,872.277,5.77070
303,211,155,515661.4734,4594778.333,864.200,5.77070
304,211,155,515661.4734,4594778.333,857.799,5.77070
305,189,65,506190.8384,4596422.715,876.705,4.33811
306,189,65,506190.8384,4596422.715,866.799,5.77070
307,189,65,506190.8384,4596422.715,842.720,4.33811
308,222,127,512671.2318,4593205.544,840.435,4.33811
309,222,127,512671.2318,4593205.544,838.606,4.78783
310,222,127,512671.2318,4593205.544,828.243,4.78783
311,222,127,512671.2318,4593205.544,811.784,4.78783
312,222,111,511060.8941,4593190.521,840.206,4.33811
313,222,111,511060.8941,4593190.521,837.158,4.78783
314,222,111,511060.8941,4593190.521,828.014,4.78783
315,222,111,511060.8941,4593190.521,815.822,4.33811
316,222,111,511060.8941,4593190.521,803.173,4.78783
317,304,158,515652.1747,4585068.344,901.930,4.33811
318,304,158,515652.1747,4585068.344,876.174,5.77070
319,222,111,511060.8941,4593190.521,839.749,4.99638
320,222,111,511060.8941,4593190.521,834.415,4.99638
321,222,111,511060.8941,4593190.521,828.014,4.33811
322,222,111,511060.8941,4593190.521,821.156,4.99638
323,222,111,511060.8941,4593190.521,815.517,4.99638
324,222,111,511060.8941,4593190.521,810.793,5.77070
325,222,111,511060.8941,4593190.521,806.526,4.33811
326,222,111,511060.8941,4593190.521,801.344,4.99638
327,222,111,511060.8941,4593190.521,792.962,4.99638
328,222,111,511060.8941,4593190.521,783.666,4.99638
329,222,111,511060.8941,4593190.521,778.789,5.77070
330,254,82,507864.5193,4589870.222,916.912,4.33811
331,254,82,507864.5193,4589870.222,910.816,5.77070
332,254,82,507864.5193,4589870.222,895.576,4.33811
333,254,82,507864.5193,4589870.222,880.336,4.33811
334,254,82,507864.5193,4589870.222,906.244,4.99638
335,189,65,506190.8384,4596422.715,875.486,4.99638
336,189,65,506190.8384,4596422.715,872.438,4.99638
337,189,65,506190.8384,4596422.715,867.866,4.99638
338,189,65,506190.8384,4596422.715,861.770,4.99638
339,189,65,506190.8384,4596422.715,856.741,4.33811
340,287,111,511019.3046,4586644.780,852.910,-999.000
341,287,111,511019.3046,4586644.780,835.384,5.77070
342,189,79,507780.3704,4596469.980,855.772,5.77070
343,189,79,507780.3704,4596469.980,852.572,4.99638
344,189,79,507780.3704,4596469.980,849.524,5.77070
345,189,79,507780.3704,4596469.980,845.866,4.99638
346,238,143,514275.2731,4591578.334,854.044,4.33811
347,238,143,514275.2731,4591578.334,847.186,4.99638
348,238,143,514275.2731,4591578.334,838.804,4.33811
349,238,143,514275.2731,4591578.334,834.689,4.99638
350,238,143,514275.2731,4591578.334,830.879,4.33811
351,238,143,514275.2731,4591578.334,826.612,4.78783
352,238,143,514275.2731,4591578.334,805.124,5.77070
353,59,62,506104.3304,4609457.678,817.110,5.77070
354,59,62,506104.3304,4609457.678,801.870,5.77070
355,59,62,506104.3304,4609457.678,766.056,5.77070
356,189,79,507780.3704,4596469.980,857.296,4.99638
357,189,79,507780.3704,4596469.980,852.724,4.99638
358,189,79,507780.3704,4596469.980,847.390,4.33811
359,189,79,507780.3704,4596469.980,844.342,4.33811
360,189,79,507780.3704,4596469.980,840.532,4.33811
361,189,79,507780.3704,4596469.980,834.436,4.99638
362,189,79,507780.3704,4596469.980,829.559,4.33811
363,189,79,507780.3704,4596469.980,824.987,4.99638
364,304,158,515652.1747,4585068.344,907.264,4.33811
365,304,158,515652.1747,4585068.344,895.834,5.77070
366,173,63,506202.9179,4598063.455,870.412,4.99638
367,173,63,506202.9179,4598063.455,867.059,4.33811
368,173,63,506202.9179,4598063.455,864.316,4.99638
369,173,63,506202.9179,4598063.455,860.811,4.33811
370,173,63,506202.9179,4598063.455,857.458,4.99638
371,173,63,506202.9179,4598063.455,854.867,4.33811
372,173,63,506202.9179,4598063.455,851.819,4.99638
373,173,63,506202.9179,4598063.455,848.619,4.33811
374,173,63,506202.9179,4598063.455,845.571,4.99638
375,187,69,506779.2346,4596695.286,867.534,5.77070
376,187,69,506779.2346,4596695.286,863.876,5.77070
377,187,69,506779.2346,4596695.286,861.590,4.99638
378,187,69,506779.2346,4596695.286,851.532,4.33811
379,187,69,506779.2346,4596695.286,841.626,4.78783
380,187,69,506779.2346,4596695.286,834.768,4.99638
381,187,69,506779.2346,4596695.286,827.758,4.99638
382,187,69,506779.2346,4596695.286,826.234,4.33811
383,187,69,506779.2346,4596695.286,824.862,4.99638
384,138,49,504573.0380,4601299.407,910.283,4.33811
385,138,49,504573.0380,4601299.407,907.540,4.33811
386,138,49,504573.0380,4601299.407,902.053,5.77070
387,138,49,504573.0380,4601299.407,898.700,3.45917
388,138,49,504573.0380,4601299.407,895.500,5.77070
389,319,143,514275.5445,4583456.077,866.782,4.33811
390,319,143,514275.5445,4583456.077,862.820,4.99638
391,319,143,514275.5445,4583456.077,860.382,4.33811
392,319,143,514275.5445,4583456.077,857.943,4.99638
393,319,143,514275.5445,4583456.077,856.876,4.33811
394,238,143,514275.2731,4591578.334,842.309,4.33811
395,238,143,514275.2731,4591578.334,827.526,4.99638
396,238,143,514275.2731,4591578.334,821.735,4.99638
397,238,143,514275.2731,4591578.334,813.658,5.77070
398,287,111,511019.3046,4586644.780,857.482,5.77070
399,287,111,511019.3046,4586644.780,852.148,4.99638
400,287,111,511019.3046,4586644.780,846.814,5.77070
401,287,111,511019.3046,4586644.780,840.718,5.77070
402,287,111,511019.3046,4586644.780,833.860,5.77070
403,273,80,507850.1988,4588205.480,927.705,4.33811
404,273,80,507850.1988,4588205.480,922.219,5.77070
405,222,111,511060.8941,4593190.521,840.206,4.99638
406,222,111,511060.8941,4593190.521,837.463,4.33811
407,222,111,511060.8941,4593190.521,834.415,4.33811
408,222,111,511060.8941,4593190.521,832.281,5.77070
409,189,65,506190.8384,4596422.715,875.486,5.77070
410,189,65,506190.8384,4596422.715,870.914,4.33811
411,189,65,506190.8384,4596422.715,864.818,4.99638
412,189,65,506190.8384,4596422.715,858.722,4.99638
413,189,65,506190.8384,4596422.715,852.626,4.99638
414,189,65,506190.8384,4596422.715,843.482,4.99638
415,273,80,507850.1988,4588205.480,926.791,4.99638
416,273,80,507850.1988,4588205.480,924.657,4.99638
417,273,80,507850.1988,4588205.480,923.133,4.33811
418,273,80,507850.1988,4588205.480,920.390,4.78783
419,273,80,507850.1988,4588205.480,917.342,4.33811
420,273,80,507850.1988,4588205.480,915.513,3.45917
421,271,111,511043.1316,4588249.262,854.068,-999.000
422,271,111,511043.1316,4588249.262,850.715,4.33811
423,271,111,511043.1316,4588249.262,847.210,4.99638
424,271,111,511043.1316,4588249.262,846.295,4.33811
425,271,111,511043.1316,4588249.262,845.533,4.99638
426,271,111,511043.1316,4588249.262,843.095,4.33811
427,271,111,511043.1316,4588249.262,838.370,4.33811
428,271,111,511043.1316,4588249.262,829.074,4.33811
429,271,111,511043.1316,4588249.262,820.235,5.77070
430,108,30,502908.5254,4604602.913,857.778,4.33811
431,108,30,502908.5254,4604602.913,855.340,4.99638
432,108,30,502908.5254,4604602.913,853.358,5.77070
433,108,30,502908.5254,4604602.913,852.139,4.33811
434,108,30,502908.5254,4604602.913,851.072,4.78783
435,108,30,502908.5254,4604602.913,847.567,5.77070
436,108,30,502908.5254,4604602.913,843.757,4.99638
437,108,30,502908.5254,4604602.913,840.404,5.77070
438,108,30,502908.5254,4604602.913,837.204,4.99638
439,108,30,502908.5254,4604602.913,835.223,5.77070
440,108,30,502908.5254,4604602.913,832.022,4.33811
441,108,30,502908.5254,4604602.913,827.755,-999.000
442,108,30,502908.5254,4604602.913,824.707,4.99638
443,108,30,502908.5254,4604602.913,824.098,4.33811
444,108,30,502908.5254,4604602.913,822.878,5.77070
445,108,30,502908.5254,4604602.913,821.202,4.33811
446,108,30,502908.5254,4604602.913,819.830,4.99638
447,108,30,502908.5254,4604602.913,816.325,5.77070
448,108,30,502908.5254,4604602.913,813.277,4.99638
449,108,30,502908.5254,4604602.913,811.144,-999.000
450,108,30,502908.5254,4604602.913,808.858,4.99638
451,108,30,502908.5254,4604602.913,807.029,4.99638
452,108,30,502908.5254,4604602.913,803.981,4.33811
453,140,111,511057.6702,4601344.257,830.725,4.33811
454,140,111,511057.6702,4601344.257,830.116,4.78783
455,140,111,511057.6702,4601344.257,829.506,4.33811
456,140,111,511057.6702,4601344.257,827.372,4.33811
457,140,111,511057.6702,4601344.257,824.782,4.33811
458,140,111,511057.6702,4601344.257,822.953,4.99638
459,140,111,511057.6702,4601344.257,820.362,4.99638
460,140,111,511057.6702,4601344.257,816.400,4.99638
461,140,111,511057.6702,4601344.257,813.504,4.33811
462,140,111,511057.6702,4601344.257,810.913,4.99638
463,140,111,511057.6702,4601344.257,808.475,4.33811
464,140,111,511057.6702,4601344.257,807.408,4.99638
465,211,155,515661.4734,4594778.333,874.868,5.77070
466,211,155,515661.4734,4594778.333,860.390,4.33811
467,211,155,515661.4734,4594778.333,852.770,5.77070
468,73,30,502904.1818,4608087.727,820.721,4.33811
469,73,30,502904.1818,4608087.727,816.911,4.33811
470,73,30,502904.1818,4608087.727,814.168,4.99638
471,73,30,502904.1818,4608087.727,811.730,4.33811
472,73,30,502904.1818,4608087.727,807.462,5.77070
473,73,30,502904.1818,4608087.727,800.300,5.77070
474,73,30,502904.1818,4608087.727,795.118,5.77070
475,73,30,502904.1818,4608087.727,790.241,5.77070
476,73,30,502904.1818,4608087.727,782.926,5.77070
477,73,30,502904.1818,4608087.727,778.354,5.77070
478,73,30,502904.1818,4608087.727,776.068,5.77070
479,73,30,502904.1818,4608087.727,774.544,5.77070
480,238,143,514275.2731,4591578.334,856.178,-999.000
481,238,143,514275.2731,4591578.334,848.558,4.33811
482,238,143,514275.2731,4591578.334,840.785,4.99638
483,238,143,514275.2731,4591578.334,836.213,5.77070
484,224,157,515664.0719,4593170.580,866.682,-999.000
485,224,157,515664.0719,4593170.580,849.918,3.45917
486,224,157,515664.0719,4593170.580,843.974,3.45917
487,224,157,515664.0719,4593170.580,836.354,3.45917
488,224,157,515664.0719,4593170.580,827.210,5.77070
489,224,157,515664.0719,4593170.580,817.304,5.77070
490,189,95,509392.9913,4596482.508,840.505,4.33811
491,189,95,509392.9913,4596482.508,837.457,4.99638
492,189,95,509392.9913,4596482.508,832.123,4.99638
493,189,95,509392.9913,4596482.508,824.960,4.78783
494,189,95,509392.9913,4596482.508,818.255,4.99638
495,189,95,509392.9913,4596482.508,814.445,4.78783
496,304,111,511034.8222,4585044.022,889.745,4.33811
497,304,111,511034.8222,4585044.022,888.983,4.33811
498,304,111,511034.8222,4585044.022,888.069,4.33811
499,304,111,511034.8222,4585044.022,883.192,4.33811
500,304,111,511034.8222,4585044.022,878.315,4.33811
501,304,111,511034.8222,4585044.022,877.553,4.33811
502,304,111,511034.8222,4585044.022,876.791,5.77070
503,211,155,515661.4734,4594778.333,881.726,4.33811
504,211,155,515661.4734,4594778.333,878.678,4.33811
505,211,155,515661.4734,4594778.333,875.630,4.33811
506,211,155,515661.4734,4594778.333,861.914,4.99638
507,211,155,515661.4734,4594778.333,848.198,3.45917
508,211,155,515661.4734,4594778.333,842.102,5.77070
509,211,155,515661.4734,4594778.333,834.482,3.45917
510,211,155,515661.4734,4594778.333,829.300,5.77070
511,255,95,509466.0075,4589882.737,873.545,4.33811
512,255,95,509466.0075,4589882.737,870.497,5.77070
513,255,95,509466.0075,4589882.737,866.535,4.33811
514,255,95,509466.0075,4589882.737,865.163,4.78783
515,255,95,509466.0075,4589882.737,864.858,4.99638
516,222,145,514272.2757,4593210.308,862.040,4.33811
517,222,145,514272.2757,4593210.308,859.602,4.78783
