Well,Row,Column,X,Y,Z,Layer1
14562,161,118,511704.0671,4599249.270,814.267,5.10109
14563,161,118,511704.0671,4599249.270,809.625,5.10413
14564,161,118,511704.0671,4599249.270,804.344,5.10291
14565,161,118,511704.0671,4599249.270,798.334,5.09742
14566,161,118,511704.0671,4599249.270,791.496,5.08760
14567,161,118,511704.0671,4599249.270,783.716,5.07267
14568,161,118,511704.0671,4599249.270,774.861,5.05050
14569,161,118,511704.0671,4599249.270,764.789,5.03174
14570,161,118,511704.0671,4599249.270,753.329,5.01860
14571,161,118,511704.0671,4599249.270,740.284,5.01330
14572,161,118,511704.0671,4599249.270,725.439,5.36176
14573,161,118,511704.0671,4599249.270,708.549,6.65673
14574,161,118,511736.1317,4599245.567,832.420,3.69685
14575,161,118,511736.1317,4599245.567,830.282,3.70426
14576,161,118,511736.1317,4599245.567,827.849,3.71747
14577,161,118,511736.1317,4599245.567,825.080,3.84053
14578,161,118,511736.1317,4599245.567,821.930,4.76046
14579,161,118,511736.1317,4599245.567,818.346,5.30926
14580,161,118,511736.1317,4599245.567,814.267,5.31123
14581,161,118,511736.1317,4599245.567,809.625,5.30827
14582,161,118,511736.1317,4599245.567,804.344,5.29932
14583,161,118,511736.1317,4599245.567,798.334,5.28270
14584,161,118,511736.1317,4599245.567,791.496,5.25541
14585,161,118,511736.1317,4599245.567,783.716,5.20070
14586,161,118,511736.1317,4599245.567,774.861,5.11139
14587,161,118,511736.1317,4599245.567,764.789,5.06828
14588,161,118,511736.1317,4599245.567,753.329,5.04729
14589,161,118,511736.1317,4599245.567,740.284,5.04084
14590,161,118,511736.1317,4599245.567,725.439,5.31370
14591,161,118,511736.1317,4599245.567,708.549,6.69109
14592,161,118,511767.3561,4599244.247,832.420,3.50766
14593,161,118,511767.3561,4599244.247,830.282,3.51393
14594,161,118,511767.3561,4599244.247,827.849,3.52312
14595,161,118,511767.3561,4599244.247,825.080,4.23787
14596,161,118,511767.3561,4599244.247,821.930,5.08389
14597,161,118,511767.3561,4599244.247,818.346,5.52106
14598,161,118,511767.3561,4599244.247,814.267,5.52306
14599,161,118,511767.3561,4599244.247,809.625,5.52266
14600,161,118,511767.3561,4599244.247,804.344,5.51866
14601,161,118,511767.3561,4599244.247,798.334,5.51060
14602,161,118,511767.3561,4599244.247,791.496,5.49881
14603,161,118,511767.3561,4599244.247,783.716,5.46933
14604,161,118,511767.3561,4599244.247,774.861,5.05369
14605,161,118,511767.3561,4599244.247,764.789,5.03435
14606,161,118,511767.3561,4599244.247,753.329,5.02388
14607,161,118,511767.3561,4599244.247,740.284,5.02059
14608,161,118,511767.3561,4599244.247,725.439,5.02388
14609,161,118,511767.3561,4599244.247,708.549,6.36870
14610,161,119,511797.3039,4599246.265,832.550,3.48554
14611,161,119,511797.3039,4599246.265,830.412,3.49469
14612,161,119,511797.3039,4599246.265,827.979,3.50676
14613,161,119,511797.3039,4599246.265,825.210,4.34886
14614,161,119,511797.3039,4599246.265,822.060,5.10048
14615,161,119,511797.3039,4599246.265,818.476,5.50574
14616,161,119,511797.3039,4599246.265,814.397,5.50655
14617,161,119,511797.3039,4599246.265,809.755,5.50207
14618,161,119,511797.3039,4599246.265,804.474,5.49183
14619,161,119,511797.3039,4599246.265,798.464,5.47353
14620,161,119,511797.3039,4599246.265,791.626,5.44372
14621,161,119,511797.3039,4599246.265,783.845,5.38541
14622,161,119,511797.3039,4599246.265,774.991,5.27556
14623,161,119,511797.3039,4599246.265,764.919,5.22198
14624,161,119,511797.3039,4599246.265,753.459,5.19407
14625,161,119,511797.3039,4599246.265,740.414,5.17953
14626,161,119,511797.3039,4599246.265,725.569,5.17558
14627,161,119,511797.3039,4599246.265,708.679,6.10032
14628,161,119,511797.3039,4599246.265,689.459,6.34106
14629,161,119,511825.6431,4599251.769,832.550,3.48860
14630,161,119,511825.6431,4599251.769,830.412,3.49681
14631,161,119,511825.6431,4599251.769,827.979,3.50796
14632,161,119,511825.6431,4599251.769,825.210,4.32744
14633,161,119,511825.6431,4599251.769,822.060,5.04793
14634,161,119,511825.6431,4599251.769,818.476,5.46975
14635,161,119,511825.6431,4599251.769,814.397,5.47059
14636,161,119,511825.6431,4599251.769,809.755,5.46637
14637,161,119,511825.6431,4599251.769,804.474,5.45703
14638,161,119,511825.6431,4599251.769,798.464,5.44112
14639,161,119,511825.6431,4599251.769,791.626,5.41788
14640,161,119,511825.6431,4599251.769,783.845,5.38724
14641,161,119,511825.6431,4599251.769,774.991,5.35611
14642,161,119,511825.6431,4599251.769,764.919,5.33368
14643,161,119,511825.6431,4599251.769,753.459,5.32057
14644,161,119,511825.6431,4599251.769,740.414,5.31763
14645,161,119,511825.6431,4599251.769,725.569,5.39044
14646,161,119,511825.6431,4599251.769,708.679,6.04643
14647,161,119,511825.6431,4599251.769,689.459,6.27965
14648,161,119,511853.1691,4599259.781,832.550,3.52371
14649,161,119,511853.1691,4599259.781,830.412,3.53281
14650,161,119,511853.1691,4599259.781,827.979,3.54472
14651,161,119,511853.1691,4599259.781,825.210,4.30582
14652,161,119,511853.1691,4599259.781,822.060,4.99518
14653,161,119,511853.1691,4599259.781,818.476,5.42583
14654,161,119,511853.1691,4599259.781,814.397,5.42803
14655,161,119,511853.1691,4599259.781,809.755,5.42627
14656,161,119,511853.1691,4599259.781,804.474,5.41876
14657,161,119,511853.1691,4599259.781,798.464,5.40583
14658,161,119,511853.1691,4599259.781,791.626,5.38724
14659,161,119,511853.1691,4599259.781,783.845,5.36364
14660,161,119,511853.1691,4599259.781,774.991,5.34042
14661,161,119,511853.1691,4599259.781,764.919,5.32252
14662,161,119,511853.1691,4599259.781,753.459,5.31173
14663,161,119,511853.1691,4599259.781,740.414,5.30975
14664,161,119,511853.1691,4599259.781,725.569,6.05162
14665,161,119,511853.1691,4599259.781,708.679,6.06680
14666,161,119,511853.1691,4599259.781,689.459,6.20698
14667,161,120,511881.4375,4599268.005,832.390,3.47569
14668,161,120,511881.4375,4599268.005,830.252,3.48462
14669,161,120,511881.4375,4599268.005,827.819,3.49651
14670,161,120,511881.4375,4599268.005,825.050,4.24606
14671,161,120,511881.4375,4599268.005,821.900,4.92508
14672,161,120,511881.4375,4599268.005,818.316,5.31665
14673,161,120,511881.4375,4599268.005,814.237,5.31517
14674,161,120,511881.4375,4599268.005,809.596,5.30827
14675,161,120,511881.4375,4599268.005,804.314,5.29581
14676,161,120,511881.4375,4599268.005,798.304,5.27862
14677,161,120,511881.4375,4599268.005,791.466,5.25854
14678,161,120,511881.4375,4599268.005,783.686,5.23910
14679,161,120,511881.4375,4599268.005,774.832,5.22467
14680,161,120,511881.4375,4599268.005,764.759,5.21765
14681,161,120,511881.4375,4599268.005,753.299,5.21982
14682,161,120,511881.4375,4599268.005,740.254,5.38220
14683,161,120,511881.4375,4599268.005,725.409,6.29434
14684,161,120,511881.4375,4599268.005,708.519,6.30097
14685,161,120,511881.4375,4599268.005,689.299,6.31010
14686,161,120,511911.0661,4599274.676,832.390,3.42165
14687,161,120,511911.0661,4599274.676,830.252,3.43076
14688,161,120,511911.0661,4599274.676,827.819,3.44330
14689,161,120,511911.0661,4599274.676,825.050,4.03883
14690,161,120,511911.0661,4599274.676,821.900,4.86907
14691,161,120,511911.0661,4599274.676,818.316,4.91192
14692,161,120,511911.0661,4599274.676,814.237,4.90971
14693,161,120,511911.0661,4599274.676,809.596,4.90082
14694,161,120,511911.0661,4599274.676,804.314,4.88507
14695,161,120,511911.0661,4599274.676,798.304,4.86599
14696,161,120,511911.0661,4599274.676,791.466,4.84812
14697,161,120,511911.0661,4599274.676,783.686,4.83708
14698,161,120,511911.0661,4599274.676,774.832,4.83469
14699,161,120,511911.0661,4599274.676,764.759,5.02651
14700,161,120,511911.0661,4599274.676,753.299,5.82482
14701,161,120,511911.0661,4599274.676,740.254,6.80295
14702,161,120,511941.8974,4599277.380,832.390,3.33220
14703,161,120,511941.8974,4599277.380,830.252,3.33932
14704,161,120,511941.8974,4599277.380,827.819,3.34990
14705,161,120,511941.8974,4599277.380,825.050,3.73719
14706,161,120,511941.8974,4599277.380,821.900,4.78248
14707,161,120,511941.8974,4599277.380,818.316,4.83549
14708,161,120,511941.8974,4599277.380,814.237,4.87214
14709,161,120,511941.8974,4599277.380,809.596,4.87214
14710,161,120,511941.8974,4599277.380,804.314,4.86984
14711,161,120,511941.8974,4599277.380,798.304,4.86753
14712,161,120,511941.8974,4599277.380,791.466,4.86676
14713,161,120,511941.8974,4599277.380,783.686,4.86984
14714,161,120,511941.8974,4599277.380,774.832,4.91118
14715,161,120,511941.8974,4599277.380,764.759,5.35941
14716,161,120,511941.8974,4599277.380,753.299,6.00216
14717,161,120,511941.8974,4599277.380,740.254,6.84885
14718,161,120,511972.3173,4599275.345,832.390,3.35411
14719,161,120,511972.3173,4599275.345,830.252,3.36142
14720,161,120,511972.3173,4599275.345,827.819,3.37211
14721,161,120,511972.3173,4599275.345,825.050,3.79121
14722,161,120,511972.3173,4599275.345,821.900,4.84655
14723,161,120,511972.3173,4599275.345,818.316,4.94592
14724,161,120,511972.3173,4599275.345,814.237,4.97259
14725,161,120,511972.3173,4599275.345,809.596,4.97466
14726,161,120,511972.3173,4599275.345,804.314,4.97397
14727,161,120,511972.3173,4599275.345,798.304,4.97189
14728,161,120,511972.3173,4599275.345,791.466,4.96981
14729,161,120,511972.3173,4599275.345,783.686,4.96912
14730,161,120,511972.3173,4599275.345,774.832,4.97259
14731,161,120,511972.3173,4599275.345,764.759,5.24439
14732,161,120,511972.3173,4599275.345,753.299,5.92532
14733,161,120,511972.3173,4599275.345,740.254,6.65917
14734,161,121,512001.0179,4599268.468,831.610,3.51304
14735,161,121,512001.0179,4599268.468,829.472,3.52342
14736,161,121,512001.0179,4599268.468,827.039,3.53806
14737,161,121,512001.0179,4599268.468,824.270,3.87598
14738,161,121,512001.0179,4599268.468,821.120,4.88356
14739,161,121,512001.0179,4599268.468,817.536,4.99247
14740,161,121,512001.0179,4599268.468,813.457,5.03174
14741,161,121,512001.0179,4599268.468,808.816,5.03565
14742,161,121,512001.0179,4599268.468,803.534,5.03500
14743,161,121,512001.0179,4599268.468,797.524,5.03174
14744,161,121,512001.0179,4599268.468,790.687,5.02651
14745,161,121,512001.0179,4599268.468,782.906,5.02388
14746,161,121,512001.0179,4599268.468,774.052,5.02454
14747,161,121,512001.0179,4599268.468,763.979,5.22843
14748,161,121,512001.0179,4599268.468,752.519,5.90890
14749,161,121,512001.0179,4599268.468,739.474,6.64314
14750,161,121,512001.0179,4599268.468,724.629,6.64613
14751,161,121,512027.7669,4599257.680,831.610,3.57319
14752,161,121,512027.7669,4599257.680,829.472,3.58768
14753,161,121,512027.7669,4599257.680,827.039,3.60821
14754,161,121,512027.7669,4599257.680,824.270,4.06697
14755,161,121,512027.7669,4599257.680,821.120,4.94947
14756,161,121,512027.7669,4599257.680,817.536,5.20675
14757,161,121,512027.7669,4599257.680,813.457,5.21221
14758,161,121,512027.7669,4599257.680,808.816,5.21221
14759,161,121,512027.7669,4599257.680,803.534,5.20675
14760,161,121,512027.7669,4599257.680,797.524,5.19518
14761,161,121,512027.7669,4599257.680,790.687,5.17897
14762,161,121,512027.7669,4599257.680,782.906,5.16421
14763,161,121,512027.7669,4599257.680,774.052,5.15675
14764,161,121,512027.7669,4599257.680,763.979,5.18794
14765,161,121,512027.7669,4599257.680,752.519,5.84064
14766,161,121,512027.7669,4599257.680,739.474,6.43342
14767,161,121,512027.7669,4599257.680,724.629,6.43695
14768,161,121,512027.7669,4599257.680,707.739,6.43647
14769,161,121,512027.7669,4599257.680,688.519,6.43294
14770,161,121,512027.7669,4599257.680,666.649,6.42778
14771,161,121,512027.7669,4599257.680,641.764,6.42178
14772,161,126,512508.7423,4599293.949,832.140,3.66202
14773,161,126,512508.7423,4599293.949,830.002,3.66587
14774,161,126,512508.7423,4599293.949,827.569,3.67453
14775,161,126,512508.7423,4599293.949,824.800,3.70056
14776,161,126,512508.7423,4599293.949,821.650,4.25249
14777,161,126,512508.7423,4599293.949,818.066,4.28703
14778,161,126,512508.7423,4599293.949,813.987,4.29361
14779,161,126,512508.7423,4599293.949,809.346,4.96912
14780,161,126,512508.7423,4599293.949,804.064,4.97742
14781,161,126,512508.7423,4599293.949,798.054,4.98907
14782,161,126,512508.7423,4599293.949,791.216,5.03955
14783,161,126,512508.7423,4599293.949,783.436,5.33368
14784,161,126,512508.7423,4599293.949,774.582,5.83656
14785,161,126,512508.7423,4599293.949,764.509,6.24553
14786,161,126,512508.7423,4599293.949,753.049,6.51070
14787,161,126,512508.7423,4599293.949,740.004,7.19669
14788,161,126,512539.0316,4599303.896,832.140,3.70991
14789,161,126,512539.0316,4599303.896,830.002,3.71820
14790,161,126,512539.0316,4599303.896,827.569,3.73337
14791,161,126,512539.0316,4599303.896,824.800,3.77391
14792,161,126,512539.0316,4599303.896,821.650,4.30865
14793,161,126,512539.0316,4599303.896,818.066,4.32108
14794,161,126,512539.0316,4599303.896,813.987,4.32572
14795,161,126,512539.0316,4599303.896,809.346,4.94592
14796,161,126,512539.0316,4599303.896,804.064,4.94663
14797,161,126,512539.0316,4599303.896,798.054,4.94734
14798,161,126,512539.0316,4599303.896,791.216,4.96842
14799,161,126,512539.0316,4599303.896,783.436,5.28877
14800,161,126,512539.0316,4599303.896,774.582,5.81919
14801,161,126,512539.0316,4599303.896,764.509,6.24378
14802,161,126,512539.0316,4599303.896,753.049,6.51649
14803,161,126,512539.0316,4599303.896,740.004,7.20489
14804,161,126,512570.7136,4599310.288,832.140,3.63469
14805,161,126,512570.7136,4599310.288,830.002,3.64310
14806,161,126,512570.7136,4599310.288,827.569,3.65790
14807,161,126,512570.7136,4599310.288,824.800,3.79031
14808,161,126,512570.7136,4599310.288,821.650,4.28359
14809,161,126,512570.7136,4599310.288,818.066,4.86522
14810,161,126,512570.7136,4599310.288,813.987,4.87137
14811,161,126,512570.7136,4599310.288,809.346,4.97949
14812,161,126,512570.7136,4599310.288,804.064,4.98292
14813,161,126,512570.7136,4599310.288,798.054,4.98429
14814,161,126,512570.7136,4599310.288,791.216,4.98703
14815,161,126,512570.7136,4599310.288,783.436,5.00930
14816,161,126,512570.7136,4599310.288,774.582,5.29330
14817,161,126,512570.7136,4599310.288,764.509,5.84180
14818,161,126,512570.7136,4599310.288,753.049,6.30883
14819,161,126,512570.7136,4599310.288,740.004,7.14992
14820,161,126,512570.7136,4599310.288,725.159,7.15851
14821,161,126,512570.7136,4599310.288,708.269,7.16472
14822,161,127,512603.4212,4599313.866,831.970,3.58324
14823,161,127,512603.4212,4599313.866,829.832,3.59044
14824,161,127,512603.4212,4599313.866,827.399,3.60223
14825,161,127,512603.4212,4599313.866,824.630,3.85376
14826,161,127,512603.4212,4599313.866,821.481,4.28345
14827,161,127,512603.4212,4599313.866,817.896,5.06196
14828,161,127,512603.4212,4599313.866,813.817,5.06765
14829,161,127,512603.4212,4599313.866,809.176,5.07517
14830,161,127,512603.4212,4599313.866,803.894,5.07705
14831,161,127,512603.4212,4599313.866,797.885,5.07767
14832,161,127,512603.4212,4599313.866,791.047,5.07892
14833,161,127,512603.4212,4599313.866,783.265,5.08203
14834,161,127,512603.4212,4599313.866,774.412,5.10473
14835,161,127,512603.4212,4599313.866,764.339,5.45190
14836,161,127,512603.4212,4599313.866,752.879,5.96126
14837,161,127,512603.4212,4599313.866,739.834,6.59428
14838,161,127,512603.4212,4599313.866,724.989,7.15462
14839,161,127,512636.6435,4599315.489,831.970,3.59594
14840,161,127,512636.6435,4599315.489,829.832,3.60359
14841,161,127,512636.6435,4599315.489,827.399,3.61550
14842,161,127,512636.6435,4599315.489,824.630,3.87349
14843,161,127,512636.6435,4599315.489,821.481,4.34251
14844,161,127,512636.6435,4599315.489,817.896,5.11620
14845,161,127,512636.6435,4599315.489,813.817,5.12098
14846,161,127,512636.6435,4599315.489,809.176,5.12218
14847,161,127,512636.6435,4599315.489,803.894,5.11979
14848,161,127,512636.6435,4599315.489,797.885,5.11560
14849,161,127,512636.6435,4599315.489,791.047,5.11018
14850,161,127,512636.6435,4599315.489,783.265,5.10655
14851,161,127,512636.6435,4599315.489,774.412,5.10534
14852,161,127,512636.6435,4599315.489,764.339,5.18122
14853,161,127,512636.6435,4599315.489,752.879,5.73042
14854,161,127,512636.6435,4599315.489,739.834,6.26187
14855,161,127,512636.6435,4599315.489,724.989,7.15383
14856,161,127,512670.0036,4599316.208,831.970,3.65532
14857,161,127,512670.0036,4599316.208,829.832,3.66331
14858,161,127,512670.0036,4599316.208,827.399,3.67681
14859,161,127,512670.0036,4599316.208,824.630,3.82625
14860,161,127,512670.0036,4599316.208,821.481,4.31214
14861,161,127,512670.0036,4599316.208,817.896,5.10716
14862,161,127,512670.0036,4599316.208,813.817,5.11078
14863,161,127,512670.0036,4599316.208,809.176,5.11199
14864,161,127,512670.0036,4599316.208,803.894,5.10776
14865,161,127,512670.0036,4599316.208,797.885,5.10048
14866,161,127,512670.0036,4599316.208,791.047,5.09191
14867,161,127,512670.0036,4599316.208,783.265,5.08512
14868,161,127,512670.0036,4599316.208,774.412,5.08265
14869,161,127,512670.0036,4599316.208,764.339,5.16250
14870,161,127,512670.0036,4599316.208,752.879,5.67983
14871,161,127,512670.0036,4599316.208,739.834,6.19154
14872,161,127,512670.0036,4599316.208,724.989,7.12930
14873,161,128,512702.9577,4599316.445,831.920,3.75864
14874,161,128,512702.9577,4599316.445,829.782,3.76422
14875,161,128,512702.9577,4599316.445,827.349,3.77483
14876,161,128,512702.9577,4599316.445,824.580,3.79053
14877,161,128,512702.9577,4599316.445,821.430,3.89549
14878,161,128,512702.9577,4599316.445,817.846,5.05178
14879,161,128,512702.9577,4599316.445,813.767,5.09129
14880,161,128,512702.9577,4599316.445,809.125,5.14749
14881,161,128,512702.9577,4599316.445,803.844,5.15213
14882,161,128,512702.9577,4599316.445,797.834,5.15618
14883,161,128,512702.9577,4599316.445,790.996,5.16020
14884,161,128,512702.9577,4599316.445,783.216,5.16536
14885,161,128,512702.9577,4599316.445,774.361,5.17275
14886,161,128,512702.9577,4599316.445,764.289,5.25802
14887,161,128,512702.9577,4599316.445,752.829,5.66850
14888,161,128,512702.9577,4599316.445,739.784,6.13123
14889,161,128,512702.9577,4599316.445,724.939,7.02909
14890,161,128,512702.9577,4599316.445,708.049,7.03439
14891,161,128,512735.5260,4599316.545,831.920,3.72352
14892,161,128,512735.5260,4599316.545,829.782,3.72930
14893,161,128,512735.5260,4599316.545,827.349,3.74052
14894,161,128,512735.5260,4599316.545,824.580,3.75537
14895,161,128,512735.5260,4599316.545,821.430,3.85121
14896,161,128,512735.5260,4599316.545,817.846,5.04665
14897,161,128,512735.5260,4599316.545,813.767,5.09987
14898,161,128,512735.5260,4599316.545,809.125,5.23378
14899,161,128,512735.5260,4599316.545,803.844,5.24016
14900,161,128,512735.5260,4599316.545,797.834,5.24544
14901,161,128,512735.5260,4599316.545,790.996,5.24965
14902,161,128,512735.5260,4599316.545,783.216,5.25332
14903,161,128,512735.5260,4599316.545,774.361,5.25750
14904,161,128,512735.5260,4599316.545,764.289,5.28371
14905,161,128,512735.5260,4599316.545,752.829,5.58725
14906,161,128,512735.5260,4599316.545,739.784,5.99571
14907,161,128,512735.5260,4599316.545,724.939,6.90575
14908,161,128,512735.5260,4599316.545,708.049,6.91175
14909,161,128,512768.1145,4599316.990,831.920,3.73529
14910,161,128,512768.1145,4599316.990,829.782,3.73981
14911,161,128,512768.1145,4599316.990,827.349,3.74880
14912,161,128,512768.1145,4599316.990,824.580,3.76236
14913,161,128,512768.1145,4599316.990,821.430,3.82363
14914,161,128,512768.1145,4599316.990,817.846,5.01993
14915,161,128,512768.1145,4599316.990,813.767,5.08698
14916,161,128,512768.1145,4599316.990,809.125,5.22305
14917,161,128,512768.1145,4599316.990,803.844,5.22789
14918,161,128,512768.1145,4599316.990,797.834,5.23111
14919,161,128,512768.1145,4599316.990,790.996,5.23325
14920,161,128,512768.1145,4599316.990,783.216,5.23484
14921,161,128,512768.1145,4599316.990,774.361,5.23697
14922,161,128,512768.1145,4599316.990,764.289,5.24280
14923,161,128,512768.1145,4599316.990,752.829,5.40941
14924,161,128,512768.1145,4599316.990,739.784,5.87802
14925,161,128,512768.1145,4599316.990,724.939,6.85961
14926,161,128,512768.1145,4599316.990,708.049,6.86600
14927,161,129,512801.4793,4599318.053,831.870,3.65919
14928,161,129,512801.4793,4599318.053,829.732,3.66791
14929,161,129,512801.4793,4599318.053,827.299,3.68336
14930,161,129,512801.4793,4599318.053,824.530,3.77483
14931,161,129,512801.4793,4599318.053,821.380,3.89386
14932,161,129,512801.4793,4599318.053,817.796,5.03565
14933,161,129,512801.4793,4599318.053,813.717,5.14166
14934,161,129,512801.4793,4599318.053,809.076,5.23857
14935,161,129,512801.4793,4599318.053,803.794,5.24016
14936,161,129,512801.4793,4599318.053,797.784,5.23697
14937,161,129,512801.4793,4599318.053,790.947,5.23004
14938,161,129,512801.4793,4599318.053,783.166,5.22144
14939,161,129,512801.4793,4599318.053,774.312,5.21330
14940,161,129,512801.4793,4599318.053,764.239,5.21003
14941,161,129,512801.4793,4599318.053,752.779,5.25227
14942,161,129,512801.4793,4599318.053,739.734,5.79788
14943,161,129,512801.4793,4599318.053,724.889,6.81091
14944,161,129,512801.4793,4599318.053,707.999,6.81685
14945,161,129,512835.7413,4599319.866,831.870,3.84524
14946,161,129,512835.7413,4599319.866,829.732,3.84695
14947,161,129,512835.7413,4599319.866,827.299,3.85015
14948,161,129,512835.7413,4599319.866,824.530,3.85524
14949,161,129,512835.7413,4599319.866,821.380,3.86828
14950,161,129,512835.7413,4599319.866,817.796,4.51207
14951,161,129,512835.7413,4599319.866,813.717,4.51754
14952,161,129,512835.7413,4599319.866,809.076,4.59087
14953,161,129,512835.7413,4599319.866,803.794,5.12396
14954,161,129,512835.7413,4599319.866,797.784,5.15271
14955,161,129,512835.7413,4599319.866,790.947,5.16536
14956,161,129,512835.7413,4599319.866,783.166,5.17445
14957,161,129,512835.7413,4599319.866,774.312,5.18235
14958,161,129,512835.7413,4599319.866,764.239,5.23538
14959,161,129,512835.7413,4599319.866,752.779,5.51986
14960,161,129,512835.7413,4599319.866,739.734,5.96178
14961,161,129,512835.7413,4599319.866,724.889,6.83249
14962,161,129,512835.7413,4599319.866,707.999,6.83851
14963,161,129,512870.2278,4599322.468,831.870,3.90500
14964,161,129,512870.2278,4599322.468,829.732,3.90882
14965,161,129,512870.2278,4599322.468,827.299,3.91641
14966,161,129,512870.2278,4599322.468,824.530,3.92632
14967,161,129,512870.2278,4599322.468,821.380,4.25220
14968,161,129,512870.2278,4599322.468,817.796,4.58507
14969,161,129,512870.2278,4599322.468,813.717,4.59208
14970,161,129,512870.2278,4599322.468,809.076,4.59684
14971,161,129,512870.2278,4599322.468,803.794,4.59875
14972,161,129,512870.2278,4599322.468,797.784,4.59815
14973,161,129,512870.2278,4599322.468,790.947,4.59684
14974,161,129,512870.2278,4599322.468,783.166,4.59714
14975,161,129,512870.2278,4599322.468,774.312,5.10958
14976,161,129,512870.2278,4599322.468,764.239,5.61604
14977,161,129,512870.2278,4599322.468,752.779,6.07741
14978,161,129,512870.2278,4599322.468,739.734,6.42390
14979,161,129,512870.2278,4599322.468,724.889,6.98472
14980,161,130,512904.1383,4599325.520,831.750,3.94333
14981,161,130,512904.1383,4599325.520,829.612,3.94816
14982,161,130,512904.1383,4599325.520,827.179,3.95719
14983,161,130,512904.1383,4599325.520,824.410,3.97029
14984,161,130,512904.1383,4599325.520,821.260,4.41655
14985,161,130,512904.1383,4599325.520,817.676,4.44195
14986,161,130,512904.1383,4599325.520,813.597,4.44793
14987,161,130,512904.1383,4599325.520,808.956,4.44817
14988,161,130,512904.1383,4599325.520,803.674,4.44347
14989,161,130,512904.1383,4599325.520,797.664,4.43592
14990,161,130,512904.1383,4599325.520,790.827,4.42915
14991,161,130,512904.1383,4599325.520,783.045,4.42700
14992,161,130,512904.1383,4599325.520,774.192,5.08512
14993,161,130,512904.1383,4599325.520,764.119,5.71637
14994,161,130,512904.1383,4599325.520,752.659,6.28749
14995,161,130,512904.1383,4599325.520,739.614,6.61647
14996,161,130,512904.1383,4599325.520,724.769,7.11558
14997,161,130,512937.2644,4599328.204,831.750,3.99323
14998,161,130,512937.2644,4599328.204,829.612,4.00424
14999,161,130,512937.2644,4599328.204,827.179,4.03034
15000,161,130,512937.2644,4599328.204,824.410,4.09451
15001,161,130,512937.2644,4599328.204,821.260,4.18981
15002,161,130,512937.2644,4599328.204,817.676,4.22610
15003,161,130,512937.2644,4599328.204,813.597,4.24320
15004,161,130,512937.2644,4599328.204,808.956,4.24821
15005,161,130,512937.2644,4599328.204,803.674,4.24334
15006,161,130,512937.2644,4599328.204,797.664,4.23324
15007,161,130,512937.2644,4599328.204,790.827,4.22683
15008,161,130,512937.2644,4599328.204,783.045,4.46763
15009,161,130,512937.2644,4599328.204,774.192,5.62762
15010,161,130,512937.2644,4599328.204,764.119,6.32776
15011,161,130,512937.2644,4599328.204,752.659,6.76941
15012,161,130,512937.2644,4599328.204,739.614,7.19218
15013,160,130,512970.1689,4599330.004,831.680,3.91142
15014,160,130,512970.1689,4599330.004,829.542,3.92593
15015,160,130,512970.1689,4599330.004,827.109,3.96177
15016,160,130,512970.1689,4599330.004,824.340,4.03442
15017,160,130,512970.1689,4599330.004,821.190,4.08698
15018,160,130,512970.1689,4599330.004,817.606,4.11055
15019,160,130,512970.1689,4599330.004,813.527,4.11513
15020,160,130,512970.1689,4599330.004,808.885,4.10281
15021,160,130,512970.1689,4599330.004,803.604,4.07176
15022,160,130,512970.1689,4599330.004,797.594,4.04410
15023,160,130,512970.1689,4599330.004,790.756,4.02696
15024,160,130,512970.1689,4599330.004,782.976,5.39317
15025,160,130,512970.1689,4599330.004,774.121,6.29379
15026,160,130,512970.1689,4599330.004,764.049,6.82154
15027,160,131,513003.2922,4599330.810,831.570,3.65377
15028,160,131,513003.2922,4599330.810,829.432,3.66151
15029,160,131,513003.2922,4599330.810,826.999,3.67832
15030,160,131,513003.2922,4599330.810,824.231,4.28977
15031,160,131,513003.2922,4599330.810,821.081,4.30771
15032,160,131,513003.2922,4599330.810,817.496,4.31294
15033,160,131,513003.2922,4599330.810,813.417,4.30946
15034,160,131,513003.2922,4599330.810,808.776,4.29497
15035,160,131,513003.2922,4599330.810,803.494,3.84908
15036,160,131,513003.2922,4599330.810,797.485,3.81551
15037,160,131,513003.2922,4599330.810,790.647,3.80555
15038,160,131,513003.2922,4599330.810,782.866,5.49471
15039,160,131,513003.2922,4599330.810,774.012,6.40968
15040,160,131,513003.2922,4599330.810,763.939,6.93342
15041,160,131,513036.8769,4599330.849,831.570,3.45569
15042,160,131,513036.8769,4599330.849,829.432,3.46135
15043,160,131,513036.8769,4599330.849,826.999,3.46917
15044,160,131,513036.8769,4599330.849,824.231,4.48142
15045,160,131,513036.8769,4599330.849,821.081,4.48594
15046,160,131,513036.8769,4599330.849,817.496,4.48875
15047,160,131,513036.8769,4599330.849,813.417,4.48830
15048,160,131,513036.8769,4599330.849,808.776,4.48436
15049,160,131,513036.8769,4599330.849,803.494,3.66612
15050,160,131,513036.8769,4599330.849,797.485,3.65765
15051,160,131,513036.8769,4599330.849,790.647,3.65636
15052,160,131,513036.8769,4599330.849,782.866,5.61822
15053,160,131,513036.8769,4599330.849,774.012,6.51278
15054,160,131,513070.8837,4599330.368,831.570,3.29138
15055,160,131,513070.8837,4599330.368,829.432,3.29769
15056,160,131,513070.8837,4599330.368,826.999,3.31237
15057,160,131,513070.8837,4599330.368,824.231,4.51042
15058,160,131,513070.8837,4599330.368,821.081,4.51327
15059,160,131,513070.8837,4599330.368,817.496,4.51437
15060,160,131,513070.8837,4599330.368,813.417,4.51262
